tab 	measurements
citations	description	dir_csd	dir_dec	dir_inc	experiment	instrument_codes	location	magic_software_packages	magn_moment	measurement	measurement_positions	measurement_sd_x	measurement_sd_y	measurement_sd_z	measurement_standard	measurement_temp	method_codes	number	quality	specimen	treat_ac_field	treat_dc_field	treat_dc_field_phi	treat_dc_field_theta	treat_temp
This study		1.7	38.4	32.0	Puf1-2a:LP-DIR-T	hargrave 2016-05-02 14:27:51	Puff Island	pmagpy-3.4.1	6.59e-06	Puf1-2a:LP-DIR-T9	1	1.34e-07	1.3e-07	6.92e-08	u	273	LT-T-Z:LP-DIR-T	9	g	Puf1-2a	0	0	0	-90	748
This study		1.3	38.2	32.2	Puf1-2a:LP-DIR-T	hargrave 2016-05-02 20:51:54	Puff Island	pmagpy-3.4.1	6.46e-06	Puf1-2a:LP-DIR-T10	1	9.39e-08	8.39e-08	9.400000000000001e-08	u	273	LT-T-Z:LP-DIR-T	10	g	Puf1-2a	0	0	0	-90	773
This study		1.2	40.6	32.1	Puf1-2a:LP-DIR-T	hargrave 2016-05-03 19:43:47	Puff Island	pmagpy-3.4.1	6.19e-06	Puf1-2a:LP-DIR-T11	1	8.58e-08	7.019999999999999e-08	8.08e-08	u	273	LT-T-Z:LP-DIR-T	11	g	Puf1-2a	0	0	0	-90	798
This study		1.3	36.5	32.2	Puf1-2a:LP-DIR-T	hargrave 2016-05-12 15:25:37	Puff Island	pmagpy-3.4.1	5.78e-06	Puf1-2a:LP-DIR-T12	1	1.0300000000000001e-07	6.46e-08	8.199999999999999e-08	u	273	LT-T-Z:LP-DIR-T	12	g	Puf1-2a	0	0	0	-90	823
This study		1.4	36.9	32.2	Puf1-2a:LP-DIR-T	hargrave 2016-05-16 13:03:55	Puff Island	pmagpy-3.4.1	5.44e-06	Puf1-2a:LP-DIR-T13	1	1.06e-07	6.25e-08	7.79e-08	u	273	LT-T-Z:LP-DIR-T	13	g	Puf1-2a	0	0	0	-90	833
This study		2.8	38.0	32.1	Puf1-2a:LP-DIR-T	hargrave 2016-05-16 19:05:38	Puff Island	pmagpy-3.4.1	5.09e-06	Puf1-2a:LP-DIR-T14	1	1.8600000000000002e-07	1.6e-07	6.94e-08	u	273	LT-T-Z:LP-DIR-T	14	g	Puf1-2a	0	0	0	-90	843
This study		3.3	37.9	32.1	Puf1-2a:LP-DIR-T	hargrave 2016-05-17 15:22:39	Puff Island	pmagpy-3.4.1	4.84e-06	Puf1-2a:LP-DIR-T15	1	1.95e-07	1.94e-07	6.67e-08	u	273	LT-T-Z:LP-DIR-T	15	g	Puf1-2a	0	0	0	-90	848
This study		1.3	39.2	32.2	Puf1-2a:LP-DIR-T	hargrave 2016-05-18 12:15:27	Puff Island	pmagpy-3.4.1	4.64e-06	Puf1-2a:LP-DIR-T16	1	7e-08	5.4400000000000004e-08	6.259999999999999e-08	u	273	LT-T-Z:LP-DIR-T	16	g	Puf1-2a	0	0	0	-90	853
This study		3.7	203.2	9.9	Puf1-3a:LP-DIR-T	hargrave 2016-04-08 17:29:45	Puff Island	pmagpy-3.4.1	9.62e-06	Puf1-3a:LP-DIR-T1	1	2.46e-07	5.420000000000001e-07	1.59e-07	u	273	LT-NO:LP-DIR-T	1	g	Puf1-3a	0	0	0	-90	273
This study		4.1	202.9	9.8	Puf1-3a:LP-DIR-T	hargrave 2016-04-11 17:53:10	Puff Island	pmagpy-3.4.1	9.63e-06	Puf1-3a:LP-DIR-T2	1	2.7e-07	6.2e-07	1.58e-07	u	273	LT-LT-Z:LP-DIR-T	2	g	Puf1-3a	0	0	0	-90	77
This study		3.6	202.0	9.3	Puf1-3a:LP-DIR-T	hargrave 2016-04-18 10:25:34	Puff Island	pmagpy-3.4.1	9.64e-06	Puf1-3a:LP-DIR-T3	1	2.2699999999999998e-07	5.3e-07	1.85e-07	u	273	LT-T-Z:LP-DIR-T	3	g	Puf1-3a	0	0	0	-90	373
This study		1.5	204.5	7.8	Puf1-3a:LP-DIR-T	hargrave 2016-04-18 17:38:36	Puff Island	pmagpy-3.4.1	9.94e-06	Puf1-3a:LP-DIR-T4	1	5.2e-08	1.48e-07	2.1399999999999998e-07	u	273	LT-T-Z:LP-DIR-T	4	g	Puf1-3a	0	0	0	-90	473
This study		6.3	203.5	7.3	Puf1-3a:LP-DIR-T	hargrave 2016-04-19 13:27:16	Puff Island	pmagpy-3.4.1	9.94e-06	Puf1-3a:LP-DIR-T5	1	4.48e-07	9.570000000000001e-07	2.68e-07	u	273	LT-T-Z:LP-DIR-T	5	g	Puf1-3a	0	0	0	-90	573
This study		1.4	202.5	7.0	Puf1-3a:LP-DIR-T	hargrave 2016-04-25 13:11:42	Puff Island	pmagpy-3.4.1	9.01e-06	Puf1-3a:LP-DIR-T6	1	6.08e-08	9.9e-08	2e-07	u	273	LT-T-Z:LP-DIR-T	6	g	Puf1-3a	0	0	0	-90	623
This study		1.5	202.9	6.9	Puf1-3a:LP-DIR-T	hargrave 2016-04-26 10:08:08	Puff Island	pmagpy-3.4.1	7.65e-06	Puf1-3a:LP-DIR-T7	1	7.35e-08	1.1699999999999999e-07	1.6100000000000003e-07	u	273	LT-T-Z:LP-DIR-T	7	g	Puf1-3a	0	0	0	-90	673
This study		1.5	204.2	6.6	Puf1-3a:LP-DIR-T	hargrave 2016-04-26 17:38:28	Puff Island	pmagpy-3.4.1	6.75e-06	Puf1-3a:LP-DIR-T8	1	6.52e-08	9.15e-08	1.42e-07	u	273	LT-T-Z:LP-DIR-T	8	g	Puf1-3a	0	0	0	-90	723
This study		3.2	203.0	6.7	Puf1-3a:LP-DIR-T	hargrave 2016-05-02 14:29:22	Puff Island	pmagpy-3.4.1	6.45e-06	Puf1-3a:LP-DIR-T9	1	1.3800000000000002e-07	2.91e-07	1.72e-07	u	273	LT-T-Z:LP-DIR-T	9	g	Puf1-3a	0	0	0	-90	748
This study		1.6	204.4	6.7	Puf1-3a:LP-DIR-T	hargrave 2016-05-02 20:53:25	Puff Island	pmagpy-3.4.1	6.31e-06	Puf1-3a:LP-DIR-T10	1	5.97e-08	8.99e-08	1.42e-07	u	273	LT-T-Z:LP-DIR-T	10	g	Puf1-3a	0	0	0	-90	773
This study		2.0	205.1	6.6	Puf1-3a:LP-DIR-T	hargrave 2016-05-03 19:46:14	Puff Island	pmagpy-3.4.1	6.03e-06	Puf1-3a:LP-DIR-T11	1	7.730000000000001e-08	1.33e-07	1.4e-07	u	273	LT-T-Z:LP-DIR-T	11	g	Puf1-3a	0	0	0	-90	798
This study		2.9	204.0	6.7	Puf1-3a:LP-DIR-T	hargrave 2016-05-12 15:27:09	Puff Island	pmagpy-3.4.1	5.58e-06	Puf1-3a:LP-DIR-T12	1	1.12e-07	2.2699999999999998e-07	1.2099999999999998e-07	u	273	LT-T-Z:LP-DIR-T	12	g	Puf1-3a	0	0	0	-90	823
This study		1.9	203.0	6.7	Puf1-3a:LP-DIR-T	hargrave 2016-05-16 13:06:18	Puff Island	pmagpy-3.4.1	5.25e-06	Puf1-3a:LP-DIR-T13	1	6.55e-08	1.2699999999999999e-07	1.1e-07	u	273	LT-T-Z:LP-DIR-T	13	g	Puf1-3a	0	0	0	-90	833
This study		3.4	205.0	6.7	Puf1-3a:LP-DIR-T	hargrave 2016-05-16 19:07:09	Puff Island	pmagpy-3.4.1	4.91e-06	Puf1-3a:LP-DIR-T14	1	1.2099999999999998e-07	2.4399999999999996e-07	1.0099999999999999e-07	u	273	LT-T-Z:LP-DIR-T	14	g	Puf1-3a	0	0	0	-90	843
This study		2.8	205.1	6.8	Puf1-3a:LP-DIR-T	hargrave 2016-05-17 15:24:10	Puff Island	pmagpy-3.4.1	4.64e-06	Puf1-3a:LP-DIR-T15	1	9.400000000000001e-08	1.87e-07	9.429999999999999e-08	u	273	LT-T-Z:LP-DIR-T	15	g	Puf1-3a	0	0	0	-90	848
This study		1.4	204.7	6.7	Puf1-3a:LP-DIR-T	hargrave 2016-05-18 12:16:58	Puff Island	pmagpy-3.4.1	4.42e-06	Puf1-3a:LP-DIR-T16	1	2.92e-08	4.26e-08	1.0199999999999999e-07	u	273	LT-T-Z:LP-DIR-T	16	g	Puf1-3a	0	0	0	-90	853
This study		2.5	288.0	28.2	Puf1-4a:LP-DIR-T	hargrave 2016-04-08 17:32:12	Puff Island	pmagpy-3.4.1	1.1900000000000001e-05	Puf1-4a:LP-DIR-T1	1	4.77e-07	1.8100000000000002e-07	1.13e-07	u	273	LT-NO:LP-DIR-T	1	g	Puf1-4a	0	0	0	-90	273
This study		1.0	287.2	28.2	Puf1-4a:LP-DIR-T	hargrave 2016-04-11 17:54:41	Puff Island	pmagpy-3.4.1	1.18e-05	Puf1-4a:LP-DIR-T2	1	1.44e-07	1.05e-07	1.2e-07	u	273	LT-LT-Z:LP-DIR-T	2	g	Puf1-4a	0	0	0	-90	77
This study		0.8	288.8	28.2	Puf1-4a:LP-DIR-T	hargrave 2016-04-18 10:27:32	Puff Island	pmagpy-3.4.1	1.18e-05	Puf1-4a:LP-DIR-T3	1	8.74e-08	9.64e-08	1.1800000000000001e-07	u	273	LT-T-Z:LP-DIR-T	3	g	Puf1-4a	0	0	0	-90	373
This study		1.8	288.6	27.5	Puf1-4a:LP-DIR-T	hargrave 2016-04-18 17:40:34	Puff Island	pmagpy-3.4.1	1.2e-05	Puf1-4a:LP-DIR-T4	1	3.34e-07	1.45e-07	1.1900000000000001e-07	u	273	LT-T-Z:LP-DIR-T	4	g	Puf1-4a	0	0	0	-90	473
This study		1.1	290.0	27.1	Puf1-4a:LP-DIR-T	hargrave 2016-04-19 13:28:30	Puff Island	pmagpy-3.4.1	1.21e-05	Puf1-4a:LP-DIR-T5	1	1.59e-07	1.08e-07	1.29e-07	u	273	LT-T-Z:LP-DIR-T	5	g	Puf1-4a	0	0	0	-90	573
This study		1.1	289.3	27.1	Puf1-4a:LP-DIR-T	hargrave 2016-04-25 13:13:14	Puff Island	pmagpy-3.4.1	1.18e-05	Puf1-4a:LP-DIR-T6	1	1.45e-07	1.1900000000000001e-07	1.4599999999999998e-07	u	273	LT-T-Z:LP-DIR-T	6	g	Puf1-4a	0	0	0	-90	623
This study		1.1	288.8	27.0	Puf1-4a:LP-DIR-T	hargrave 2016-04-26 10:09:40	Puff Island	pmagpy-3.4.1	1.06e-05	Puf1-4a:LP-DIR-T7	1	1.11e-07	1.0199999999999999e-07	1.32e-07	u	273	LT-T-Z:LP-DIR-T	7	g	Puf1-4a	0	0	0	-90	673
This study		1.0	290.2	26.8	Puf1-4a:LP-DIR-T	hargrave 2016-04-26 17:40:00	Puff Island	pmagpy-3.4.1	9.27e-06	Puf1-4a:LP-DIR-T8	1	9.42e-08	7.64e-08	1.11e-07	u	273	LT-T-Z:LP-DIR-T	8	g	Puf1-4a	0	0	0	-90	723
This study		1.7	288.7	26.9	Puf1-4a:LP-DIR-T	hargrave 2016-05-02 14:30:53	Puff Island	pmagpy-3.4.1	8.59e-06	Puf1-4a:LP-DIR-T9	1	2.1300000000000001e-07	8.220000000000001e-08	1.0699999999999999e-07	u	273	LT-T-Z:LP-DIR-T	9	g	Puf1-4a	0	0	0	-90	748
This study		1.0	287.5	26.7	Puf1-4a:LP-DIR-T	hargrave 2016-05-02 20:54:56	Puff Island	pmagpy-3.4.1	8.13e-06	Puf1-4a:LP-DIR-T10	1	7.27e-08	7.59e-08	9.12e-08	u	273	LT-T-Z:LP-DIR-T	10	g	Puf1-4a	0	0	0	-90	773
This study		2.0	289.3	27.1	Puf1-4a:LP-DIR-T	hargrave 2016-05-03 19:49:29	Puff Island	pmagpy-3.4.1	7.69e-06	Puf1-4a:LP-DIR-T11	1	2.4199999999999997e-07	8.35e-08	9.99e-08	u	273	LT-T-Z:LP-DIR-T	11	g	Puf1-4a	0	0	0	-90	798
This study		1.0	289.0	26.8	Puf1-4a:LP-DIR-T	hargrave 2016-05-12 15:28:40	Puff Island	pmagpy-3.4.1	7.2e-06	Puf1-4a:LP-DIR-T12	1	7.06e-08	6.900000000000001e-08	7.86e-08	u	273	LT-T-Z:LP-DIR-T	12	g	Puf1-4a	0	0	0	-90	823
This study		1.3	289.0	26.7	Puf1-4a:LP-DIR-T	hargrave 2016-05-16 13:08:41	Puff Island	pmagpy-3.4.1	6.76e-06	Puf1-4a:LP-DIR-T13	1	1.2099999999999998e-07	7.75e-08	6.929999999999999e-08	u	273	LT-T-Z:LP-DIR-T	13	g	Puf1-4a	0	0	0	-90	833
This study		1.1	288.9	26.9	Puf1-4a:LP-DIR-T	hargrave 2016-05-16 19:09:31	Puff Island	pmagpy-3.4.1	6.39e-06	Puf1-4a:LP-DIR-T14	1	9e-08	5.59e-08	7.27e-08	u	273	LT-T-Z:LP-DIR-T	14	g	Puf1-4a	0	0	0	-90	843
This study		1.0	290.4	26.9	Puf1-4a:LP-DIR-T	hargrave 2016-05-17 15:26:33	Puff Island	pmagpy-3.4.1	6.1e-06	Puf1-4a:LP-DIR-T15	1	6.64e-08	5.9299999999999995e-08	6.690000000000001e-08	u	273	LT-T-Z:LP-DIR-T	15	g	Puf1-4a	0	0	0	-90	848
This study		1.2	289.9	27.0	Puf1-4a:LP-DIR-T	hargrave 2016-05-18 12:18:30	Puff Island	pmagpy-3.4.1	5.83e-06	Puf1-4a:LP-DIR-T16	1	8.64e-08	5.9299999999999995e-08	6.92e-08	u	273	LT-T-Z:LP-DIR-T	16	g	Puf1-4a	0	0	0	-90	853
This study		2.1	269.2	23.3	Puf1-5a:LP-DIR-T	hargrave 2016-04-08 17:33:52	Puff Island	pmagpy-3.4.1	6.95e-06	Puf1-5a:LP-DIR-T1	1	2.56e-07	1.32e-06	6.14e-07	u	273	LT-NO:LP-DIR-T	1	g	Puf1-5a	0	0	0	-90	273
This study		0.9	268.3	22.5	Puf1-5a:LP-DIR-T	hargrave 2016-04-11 17:56:16	Puff Island	pmagpy-3.4.1	8.3e-06	Puf1-5a:LP-DIR-T2	1	1.1e-07	5.7e-08	7.110000000000001e-08	u	273	LT-LT-Z:LP-DIR-T	2	g	Puf1-5a	0	0	0	-90	77
This study		0.8	270.0	22.6	Puf1-5a:LP-DIR-T	hargrave 2016-04-18 10:28:51	Puff Island	pmagpy-3.4.1	8.23e-06	Puf1-5a:LP-DIR-T3	1	8.26e-08	6.36e-08	6.41e-08	u	273	LT-T-Z:LP-DIR-T	3	g	Puf1-5a	0	0	0	-90	373
This study		4.0	275.0	20.6	Puf1-5a:LP-DIR-T	hargrave 2016-04-18 17:41:51	Puff Island	pmagpy-3.4.1	8.31e-06	Puf1-5a:LP-DIR-T4	1	5.77e-07	7.990000000000001e-08	7.730000000000001e-08	u	273	LT-T-Z:LP-DIR-T	4	g	Puf1-5a	0	0	0	-90	473
This study		1.0	274.3	19.8	Puf1-5a:LP-DIR-T	hargrave 2016-04-19 13:30:29	Puff Island	pmagpy-3.4.1	8.15e-06	Puf1-5a:LP-DIR-T5	1	1.11e-07	5.51e-08	8.179999999999999e-08	u	273	LT-T-Z:LP-DIR-T	5	g	Puf1-5a	0	0	0	-90	573
This study		1.0	270.5	19.9	Puf1-5a:LP-DIR-T	hargrave 2016-04-25 13:14:50	Puff Island	pmagpy-3.4.1	7.41e-06	Puf1-5a:LP-DIR-T6	1	6.45e-08	7.01e-08	1.0099999999999999e-07	u	273	LT-T-Z:LP-DIR-T	6	g	Puf1-5a	0	0	0	-90	623
This study		1.3	273.3	20.2	Puf1-5a:LP-DIR-T	hargrave 2016-04-26 10:11:17	Puff Island	pmagpy-3.4.1	6.57e-06	Puf1-5a:LP-DIR-T7	1	1.24e-07	6.54e-08	6.6e-08	u	273	LT-T-Z:LP-DIR-T	7	g	Puf1-5a	0	0	0	-90	673
This study		2.4	271.8	19.5	Puf1-5a:LP-DIR-T	hargrave 2016-04-26 17:41:35	Puff Island	pmagpy-3.4.1	5.91e-06	Puf1-5a:LP-DIR-T8	1	2.41e-07	4.5999999999999995e-08	6.45e-08	u	273	LT-T-Z:LP-DIR-T	8	g	Puf1-5a	0	0	0	-90	723
This study		3.9	272.8	18.9	Puf1-5a:LP-DIR-T	hargrave 2016-05-02 14:32:28	Puff Island	pmagpy-3.4.1	5.63e-06	Puf1-5a:LP-DIR-T9	1	3.82e-07	5.4299999999999997e-08	5.92e-08	u	273	LT-T-Z:LP-DIR-T	9	g	Puf1-5a	0	0	0	-90	748
This study		1.1	271.0	19.2	Puf1-5a:LP-DIR-T	hargrave 2016-05-02 20:56:32	Puff Island	pmagpy-3.4.1	5.46e-06	Puf1-5a:LP-DIR-T10	1	8.36e-08	4.95e-08	4.4699999999999997e-08	u	273	LT-T-Z:LP-DIR-T	10	g	Puf1-5a	0	0	0	-90	773
This study		1.5	274.2	19.3	Puf1-5a:LP-DIR-T	hargrave 2016-05-03 19:51:04	Puff Island	pmagpy-3.4.1	5.25e-06	Puf1-5a:LP-DIR-T11	1	1.28e-07	4.79e-08	4.64e-08	u	273	LT-T-Z:LP-DIR-T	11	g	Puf1-5a	0	0	0	-90	798
This study		0.9	271.4	19.1	Puf1-5a:LP-DIR-T	hargrave 2016-05-12 15:30:16	Puff Island	pmagpy-3.4.1	4.94e-06	Puf1-5a:LP-DIR-T12	1	5.03e-08	4.58e-08	4.45e-08	u	273	LT-T-Z:LP-DIR-T	12	g	Puf1-5a	0	0	0	-90	823
This study		2.2	273.2	19.2	Puf1-5a:LP-DIR-T	hargrave 2016-05-16 13:10:16	Puff Island	pmagpy-3.4.1	4.67e-06	Puf1-5a:LP-DIR-T13	1	1.74e-07	4.4699999999999997e-08	4.05e-08	u	273	LT-T-Z:LP-DIR-T	13	g	Puf1-5a	0	0	0	-90	833
This study		1.6	272.4	19.3	Puf1-5a:LP-DIR-T	hargrave 2016-05-16 19:11:06	Puff Island	pmagpy-3.4.1	4.43e-06	Puf1-5a:LP-DIR-T14	1	1.1699999999999999e-07	3.9700000000000005e-08	3.93e-08	u	273	LT-T-Z:LP-DIR-T	14	g	Puf1-5a	0	0	0	-90	843
This study		1.4	272.2	19.2	Puf1-5a:LP-DIR-T	hargrave 2016-05-17 15:28:08	Puff Island	pmagpy-3.4.1	4.25e-06	Puf1-5a:LP-DIR-T15	1	9.050000000000001e-08	3.85e-08	3.82e-08	u	273	LT-T-Z:LP-DIR-T	15	g	Puf1-5a	0	0	0	-90	848
This study		1.0	274.1	19.3	Puf1-5a:LP-DIR-T	hargrave 2016-05-18 12:20:06	Puff Island	pmagpy-3.4.1	4.08e-06	Puf1-5a:LP-DIR-T16	1	5.87e-08	3.7e-08	3.21e-08	u	273	LT-T-Z:LP-DIR-T	16	g	Puf1-5a	0	0	0	-90	853
This study		1.9	28.4	28.6	Puf1-6a:LP-DIR-T	hargrave 2016-04-08 17:35:32	Puff Island	pmagpy-3.4.1	9.05e-06	Puf1-6a:LP-DIR-T1	1	1.05e-07	2.3600000000000002e-07	1.43e-07	u	273	LT-NO:LP-DIR-T	1	g	Puf1-6a	0	0	0	-90	273
This study		1.5	27.9	28.4	Puf1-6a:LP-DIR-T	hargrave 2016-04-11 17:58:46	Puff Island	pmagpy-3.4.1	9.07e-06	Puf1-6a:LP-DIR-T2	1	8.789999999999999e-08	1.8e-07	1.4599999999999998e-07	u	273	LT-LT-Z:LP-DIR-T	2	g	Puf1-6a	0	0	0	-90	77
This study		1.7	26.5	28.0	Puf1-6a:LP-DIR-T	hargrave 2016-04-18 10:30:10	Puff Island	pmagpy-3.4.1	9.03e-06	Puf1-6a:LP-DIR-T3	1	9.140000000000001e-08	2.05e-07	1.55e-07	u	273	LT-T-Z:LP-DIR-T	3	g	Puf1-6a	0	0	0	-90	373
This study		1.6	26.4	26.1	Puf1-6a:LP-DIR-T	hargrave 2016-04-18 17:43:09	Puff Island	pmagpy-3.4.1	9.18e-06	Puf1-6a:LP-DIR-T4	1	8.939999999999999e-08	1.78e-07	1.57e-07	u	273	LT-T-Z:LP-DIR-T	4	g	Puf1-6a	0	0	0	-90	473
This study		1.5	28.3	25.5	Puf1-6a:LP-DIR-T	hargrave 2016-04-19 13:31:46	Puff Island	pmagpy-3.4.1	9.11e-06	Puf1-6a:LP-DIR-T5	1	8.32e-08	1.2699999999999999e-07	1.91e-07	u	273	LT-T-Z:LP-DIR-T	5	g	Puf1-6a	0	0	0	-90	573
This study		1.5	26.3	25.4	Puf1-6a:LP-DIR-T	hargrave 2016-04-25 13:17:16	Puff Island	pmagpy-3.4.1	7.73e-06	Puf1-6a:LP-DIR-T6	1	1.08e-07	1.0099999999999999e-07	1.45e-07	u	273	LT-T-Z:LP-DIR-T	6	g	Puf1-6a	0	0	0	-90	623
This study		1.5	26.9	25.0	Puf1-6a:LP-DIR-T	hargrave 2016-04-26 10:12:53	Puff Island	pmagpy-3.4.1	6.85e-06	Puf1-6a:LP-DIR-T7	1	8.5e-08	7.620000000000001e-08	1.37e-07	u	273	LT-T-Z:LP-DIR-T	7	g	Puf1-6a	0	0	0	-90	673
This study		1.3	26.7	24.8	Puf1-6a:LP-DIR-T	hargrave 2016-04-26 17:43:10	Puff Island	pmagpy-3.4.1	6.34e-06	Puf1-6a:LP-DIR-T8	1	7.76e-08	6.04e-08	1.15e-07	u	273	LT-T-Z:LP-DIR-T	8	g	Puf1-6a	0	0	0	-90	723
This study		1.6	26.3	24.7	Puf1-6a:LP-DIR-T	hargrave 2016-05-02 14:34:55	Puff Island	pmagpy-3.4.1	6.16e-06	Puf1-6a:LP-DIR-T9	1	8.76e-08	6.31e-08	1.33e-07	u	273	LT-T-Z:LP-DIR-T	9	g	Puf1-6a	0	0	0	-90	748
This study		1.2	26.3	24.7	Puf1-6a:LP-DIR-T	hargrave 2016-05-02 20:58:07	Puff Island	pmagpy-3.4.1	6.05e-06	Puf1-6a:LP-DIR-T10	1	6.61e-08	5.78e-08	1.0199999999999999e-07	u	273	LT-T-Z:LP-DIR-T	10	g	Puf1-6a	0	0	0	-90	773
This study		1.4	27.2	24.7	Puf1-6a:LP-DIR-T	hargrave 2016-05-03 19:53:31	Puff Island	pmagpy-3.4.1	5.87e-06	Puf1-6a:LP-DIR-T11	1	7.56e-08	6.22e-08	1.0699999999999999e-07	u	273	LT-T-Z:LP-DIR-T	11	g	Puf1-6a	0	0	0	-90	798
This study		1.6	26.2	24.6	Puf1-6a:LP-DIR-T	hargrave 2016-05-12 15:33:35	Puff Island	pmagpy-3.4.1	5.57e-06	Puf1-6a:LP-DIR-T12	1	6.900000000000001e-08	1.0699999999999999e-07	9.5e-08	u	273	LT-T-Z:LP-DIR-T	12	g	Puf1-6a	0	0	0	-90	823
This study		1.5	24.6	24.6	Puf1-6a:LP-DIR-T	hargrave 2016-05-16 13:11:52	Puff Island	pmagpy-3.4.1	5.3e-06	Puf1-6a:LP-DIR-T13	1	8.32e-08	7.61e-08	8.939999999999999e-08	u	273	LT-T-Z:LP-DIR-T	13	g	Puf1-6a	0	0	0	-90	833
This study		1.4	26.8	24.7	Puf1-6a:LP-DIR-T	hargrave 2016-05-16 19:12:42	Puff Island	pmagpy-3.4.1	5.03e-06	Puf1-6a:LP-DIR-T14	1	6.08e-08	5.2699999999999995e-08	9.09e-08	u	273	LT-T-Z:LP-DIR-T	14	g	Puf1-6a	0	0	0	-90	843
This study		1.4	26.4	24.6	Puf1-6a:LP-DIR-T	hargrave 2016-05-17 15:29:44	Puff Island	pmagpy-3.4.1	4.84e-06	Puf1-6a:LP-DIR-T15	1	6.36e-08	4.9e-08	8.7e-08	u	273	LT-T-Z:LP-DIR-T	15	g	Puf1-6a	0	0	0	-90	848
This study		1.4	27.4	24.7	Puf1-6a:LP-DIR-T	hargrave 2016-05-18 12:21:41	Puff Island	pmagpy-3.4.1	4.65e-06	Puf1-6a:LP-DIR-T16	1	6.16e-08	4.85e-08	8.92e-08	u	273	LT-T-Z:LP-DIR-T	16	g	Puf1-6a	0	0	0	-90	853
This study		1.3	34.0	42.2	Puf1-7a:LP-DIR-T	hargrave 2016-04-08 17:37:04	Puff Island	pmagpy-3.4.1	5.69e-06	Puf1-7a:LP-DIR-T1	1	6.96e-08	8.58e-08	7.31e-08	u	273	LT-NO:LP-DIR-T	1	g	Puf1-7a	0	0	0	-90	273
This study		1.4	33.5	42.2	Puf1-7a:LP-DIR-T	hargrave 2016-04-11 18:00:18	Puff Island	pmagpy-3.4.1	5.7e-06	Puf1-7a:LP-DIR-T2	1	1.0199999999999999e-07	7.25e-08	7.38e-08	u	273	LT-LT-Z:LP-DIR-T	2	g	Puf1-7a	0	0	0	-90	77
This study		1.5	33.2	41.7	Puf1-7a:LP-DIR-T	hargrave 2016-04-18 10:31:28	Puff Island	pmagpy-3.4.1	5.65e-06	Puf1-7a:LP-DIR-T3	1	8.470000000000001e-08	9.76e-08	7.9e-08	u	273	LT-T-Z:LP-DIR-T	3	g	Puf1-7a	0	0	0	-90	373
This study		2.1	32.1	40.7	Puf1-7a:LP-DIR-T	hargrave 2016-04-18 17:44:23	Puff Island	pmagpy-3.4.1	5.72e-06	Puf1-7a:LP-DIR-T4	1	8.48e-08	1.75e-07	7.76e-08	u	273	LT-T-Z:LP-DIR-T	4	g	Puf1-7a	0	0	0	-90	473
This study		1.6	34.0	40.1	Puf1-7a:LP-DIR-T	hargrave 2016-04-19 13:32:59	Puff Island	pmagpy-3.4.1	5.76e-06	Puf1-7a:LP-DIR-T5	1	6.580000000000001e-08	1.2199999999999998e-07	9.050000000000001e-08	u	273	LT-T-Z:LP-DIR-T	5	g	Puf1-7a	0	0	0	-90	573
This study		1.5	31.9	39.9	Puf1-7a:LP-DIR-T	hargrave 2016-04-25 13:18:48	Puff Island	pmagpy-3.4.1	5.4e-06	Puf1-7a:LP-DIR-T6	1	9.210000000000001e-08	7.68e-08	8e-08	u	273	LT-T-Z:LP-DIR-T	6	g	Puf1-7a	0	0	0	-90	623
This study		2.0	34.0	39.6	Puf1-7a:LP-DIR-T	hargrave 2016-04-26 10:15:15	Puff Island	pmagpy-3.4.1	4.7e-06	Puf1-7a:LP-DIR-T7	1	7.990000000000001e-08	1.2699999999999999e-07	7.56e-08	u	273	LT-T-Z:LP-DIR-T	7	g	Puf1-7a	0	0	0	-90	673
This study		1.8	34.7	39.4	Puf1-7a:LP-DIR-T	hargrave 2016-04-26 17:44:41	Puff Island	pmagpy-3.4.1	4.17e-06	Puf1-7a:LP-DIR-T8	1	6.57e-08	9.71e-08	6.6e-08	u	273	LT-T-Z:LP-DIR-T	8	g	Puf1-7a	0	0	0	-90	723
This study		1.9	34.4	39.5	Puf1-7a:LP-DIR-T	hargrave 2016-05-02 14:37:21	Puff Island	pmagpy-3.4.1	3.97e-06	Puf1-7a:LP-DIR-T9	1	9.050000000000001e-08	5.019999999999999e-08	8.369999999999999e-08	u	273	LT-T-Z:LP-DIR-T	9	g	Puf1-7a	0	0	0	-90	748
This study		1.8	34.7	39.1	Puf1-7a:LP-DIR-T	hargrave 2016-05-02 20:59:39	Puff Island	pmagpy-3.4.1	3.89e-06	Puf1-7a:LP-DIR-T10	1	5.7300000000000004e-08	9.039999999999999e-08	6.36e-08	u	273	LT-T-Z:LP-DIR-T	10	g	Puf1-7a	0	0	0	-90	773
This study		1.8	33.5	39.1	Puf1-7a:LP-DIR-T	hargrave 2016-05-03 19:55:02	Puff Island	pmagpy-3.4.1	3.78e-06	Puf1-7a:LP-DIR-T11	1	5.29e-08	8.75e-08	5.84e-08	u	273	LT-T-Z:LP-DIR-T	11	g	Puf1-7a	0	0	0	-90	798
This study		1.9	33.0	39.4	Puf1-7a:LP-DIR-T	hargrave 2016-05-12 15:35:07	Puff Island	pmagpy-3.4.1	3.63e-06	Puf1-7a:LP-DIR-T12	1	8.57e-08	7.34e-08	5.49e-08	u	273	LT-T-Z:LP-DIR-T	12	g	Puf1-7a	0	0	0	-90	823
