tab	measurements
citations	description	dir_csd	dir_dec	dir_inc	experiment	instrument_codes	location	magn_moment	magn_x_sigma	magn_y_sigma	magn_z_sigma	meas_n_orient	meas_temp	method_codes	number	quality	sample	site	software_packages	specimen	standard	treat_ac_field	treat_dc_field	treat_dc_field_phi	treat_dc_field_theta	treat_temp	measurement
This study		1.5	120.9	67.0	GB6-6a:LP-DIR-T	hargrave 2016-09-15 12:18:10	Gooseberry	7.45e-06	1.3800000000000002e-07	1.2199999999999998e-07	8.29e-08	1	273	LT-T-Z:LP-DIR-T	12	g	GB6-6	GB6	pmagpy-3.8.9-2	GB6-6a	u	0	0	0.0	-90.0	773.0	GB6-6a:LP-DIR-T12
This study		1.6	120.0	66.9	GB6-6a:LP-DIR-T	hargrave 2016-09-19 18:40:18	Gooseberry	7.16e-06	1.4e-07	1.34e-07	1.06e-07	1	273	LT-T-Z:LP-DIR-T	13	g	GB6-6	GB6	pmagpy-3.8.9-2	GB6-6a	u	0	0	0.0	-90.0	798.0	GB6-6a:LP-DIR-T13
This study		1.8	120.5	66.7	GB6-6a:LP-DIR-T	hargrave 2016-09-22 17:36:47	Gooseberry	6.83e-06	1.4e-07	1.44e-07	7.24e-08	1	273	LT-T-Z:LP-DIR-T	14	g	GB6-6	GB6	pmagpy-3.8.9-2	GB6-6a	u	0	0	0.0	-90.0	823.0	GB6-6a:LP-DIR-T14
This study		1.7	120.5	66.7	GB6-6a:LP-DIR-T	hargrave 2016-09-29 11:22:55	Gooseberry	6.7e-06	1.33e-07	1.2099999999999998e-07	8.75e-08	1	273	LT-T-Z:LP-DIR-T	15	g	GB6-6	GB6	pmagpy-3.8.9-2	GB6-6a	u	0	0	0.0	-90.0	833.0	GB6-6a:LP-DIR-T15
This study		1.8	121.8	66.8	GB6-6a:LP-DIR-T	hargrave 2016-10-03 18:13:56	Gooseberry	6.4e-06	1.29e-07	1.45e-07	7.26e-08	1	273	LT-T-Z:LP-DIR-T	16	g	GB6-6	GB6	pmagpy-3.8.9-2	GB6-6a	u	0	0	0.0	-90.0	843.0	GB6-6a:LP-DIR-T16
This study		1.8	122.9	66.8	GB6-6a:LP-DIR-T	hargrave 2016-10-08 15:16:16	Gooseberry	6.23e-06	1.45e-07	1.28e-07	6.24e-08	1	273	LT-T-Z:LP-DIR-T	17	g	GB6-6	GB6	pmagpy-3.8.9-2	GB6-6a	u	0	0	0.0	-90.0	848.0	GB6-6a:LP-DIR-T17
This study		2.0	119.3	66.5	GB6-6a:LP-DIR-T	hargrave 2016-10-10 17:07:58	Gooseberry	6.25e-06	1.51e-07	1.6100000000000005e-07	5.34e-08	1	273	LT-T-Z:LP-DIR-T	18	b	GB6-6	GB6	pmagpy-3.8.9-2	GB6-6a	u	0	0	0.0	-90.0	848.0	GB6-6a:LP-DIR-T18
This study		1.7	122.4	67.1	GB6-6a:LP-DIR-T	hargrave 2016-10-20 12:58:40	Gooseberry	6.05e-06	1.23e-07	1.13e-07	6.39e-08	1	273	LT-T-Z:LP-DIR-T	19	g	GB6-6	GB6	pmagpy-3.8.9-2	GB6-6a	u	0	0	0.0	-90.0	853.0	GB6-6a:LP-DIR-T19
This study		1.9	123.1	66.9	GB6-6a:LP-DIR-T	hargrave 2016-10-25 00:54:16	Gooseberry	5.48e-06	1.51e-07	9.75e-08	7.71e-08	1	273	LT-T-Z:LP-DIR-T	20	g	GB6-6	GB6	pmagpy-3.8.9-2	GB6-6a	u	0	0	0.0	-90.0	868.0	GB6-6a:LP-DIR-T20
This study		1.5	122.0	66.6	GB6-6a:LP-DIR-T	hargrave 2016-11-07 11:16:08	Gooseberry	4.47e-06	8.75e-08	7.83e-08	2.94e-08	1	273	LT-T-Z:LP-DIR-T	21	g	GB6-6	GB6	pmagpy-3.8.9-2	GB6-6a	u	0	0	0.0	-90.0	883.0	GB6-6a:LP-DIR-T21
This study		1.7	123.2	66.4	GB6-6a:LP-DIR-T	hargrave 2016-11-08 12:39:17	Gooseberry	3.28e-06	6.230000000000001e-08	7.08e-08	2.54e-08	1	273	LT-T-Z:LP-DIR-T	22	g	GB6-6	GB6	pmagpy-3.8.9-2	GB6-6a	u	0	0	0.0	-90.0	898.0	GB6-6a:LP-DIR-T22
This study		1.6	123.0	66.8	GB6-6a:LP-DIR-T	hargrave 2016-11-09 11:41:15	Gooseberry	3.05e-06	6.03e-08	5.86e-08	3.08e-08	1	273	LT-T-Z:LP-DIR-T	23	g	GB6-6	GB6	pmagpy-3.8.9-2	GB6-6a	u	0	0	0.0	-90.0	913.0	GB6-6a:LP-DIR-T23
This study		1.6	122.7	66.4	GB6-6a:LP-DIR-T	hargrave 2016-11-10 12:23:32	Gooseberry	2.9e-06	6.04e-08	5.4299999999999997e-08	2.3500000000000002e-08	1	273	LT-T-Z:LP-DIR-T	24	g	GB6-6	GB6	pmagpy-3.8.9-2	GB6-6a	u	0	0	0.0	-90.0	928.0	GB6-6a:LP-DIR-T24
This study		1.7	126.0	66.6	GB6-6a:LP-DIR-T	hargrave 2016-11-11 13:19:54	Gooseberry	2.7000000000000004e-06	6.24e-08	4.87e-08	2.0099999999999998e-08	1	273	LT-T-Z:LP-DIR-T	25	g	GB6-6	GB6	pmagpy-3.8.9-2	GB6-6a	u	0	0	0.0	-90.0	938.0	GB6-6a:LP-DIR-T25
This study		1.6	125.3	66.3	GB6-6a:LP-DIR-T	hargrave 2016-11-14 20:41:47	Gooseberry	2.5e-06	5.0999999999999993e-08	5.0999999999999993e-08	1.28e-08	1	273	LT-T-Z:LP-DIR-T	26	g	GB6-6	GB6	pmagpy-3.8.9-2	GB6-6a	u	0	0	0.0	-90.0	948.0	GB6-6a:LP-DIR-T26
This study		1.5	124.2	66.5	GB6-6a:LP-DIR-T	hargrave 2016-11-15 19:28:21	Gooseberry	2.23e-06	4.1699999999999996e-08	4.21e-08	2.04e-08	1	273	LT-T-Z:LP-DIR-T	27	g	GB6-6	GB6	pmagpy-3.8.9-2	GB6-6a	u	0	0	0.0	-90.0	953.0	GB6-6a:LP-DIR-T27
This study		4.2	51.0	49.3	GB6-7a:LP-DIR-T	hargrave 2016-08-17 17:45:22	Gooseberry	2.14e-05	1.38e-06	6.459999999999999e-07	4.21e-07	1	273	LT-NO:LP-DIR-T	1	g	GB6-7	GB6	pmagpy-3.8.9-2	GB6-7a	u	0	0	0.0	-90.0	273.0	GB6-7a:LP-DIR-T1
This study		4.5	51.5	49.3	GB6-7a:LP-DIR-T	hargrave 2016-08-17 20:34:27	Gooseberry	2.13e-05	1.48e-06	7.159999999999998e-07	4.19e-07	1	273	LT-NO:LP-DIR-T	2	g	GB6-7	GB6	pmagpy-3.8.9-2	GB6-7a	u	0	0	0.0	-90.0	273.0	GB6-7a:LP-DIR-T2
This study		3.8	51.1	49.0	GB6-7a:LP-DIR-T	hargrave 2016-08-19 19:23:12	Gooseberry	2.0600000000000006e-05	1.2e-06	5.03e-07	4.220000000000001e-07	1	273	LT-LT-Z:LP-DIR-T	3	g	GB6-7	GB6	pmagpy-3.8.9-2	GB6-7a	u	0	0	0.0	-90.0	77.0	GB6-7a:LP-DIR-T3
This study		2.3	53.1	49.1	GB6-7a:LP-DIR-T	hargrave 2016-08-26 14:46:16	Gooseberry	2.0600000000000006e-05	6.78e-07	3.44e-07	3.79e-07	1	273	LT-T-Z:LP-DIR-T	4	g	GB6-7	GB6	pmagpy-3.8.9-2	GB6-7a	u	0	0	0.0	-90.0	373.0	GB6-7a:LP-DIR-T4
This study		3.4	51.8	48.9	GB6-7a:LP-DIR-T	hargrave 2016-08-31 18:47:36	Gooseberry	1.9399999999999997e-05	1.01e-06	3.95e-07	3.79e-07	1	273	LT-T-Z:LP-DIR-T	5	g	GB6-7	GB6	pmagpy-3.8.9-2	GB6-7a	u	0	0	0.0	-90.0	473.0	GB6-7a:LP-DIR-T5
This study		2.2	51.0	48.8	GB6-7a:LP-DIR-T	hargrave 2016-09-01 16:16:31	Gooseberry	1.7e-05	5.48e-07	2.1300000000000001e-07	3.24e-07	1	273	LT-T-Z:LP-DIR-T	6	g	GB6-7	GB6	pmagpy-3.8.9-2	GB6-7a	u	0	0	0.0	-90.0	573.0	GB6-7a:LP-DIR-T6
This study		2.5	51.0	48.9	GB6-7a:LP-DIR-T	hargrave 2016-09-02 15:39:52	Gooseberry	1.65e-05	5.89e-07	2.1e-07	3.42e-07	1	273	LT-T-Z:LP-DIR-T	7	g	GB6-7	GB6	pmagpy-3.8.9-2	GB6-7a	u	0	0	0.0	-90.0	623.0	GB6-7a:LP-DIR-T7
This study		1.4	49.1	49.5	GB6-7a:LP-DIR-T	hargrave 2016-09-08 11:31:28	Gooseberry	1.59e-05	2.66e-07	2.4e-07	1.72e-07	1	273	LT-T-Z:LP-DIR-T	8	g	GB6-7	GB6	pmagpy-3.8.9-2	GB6-7a	u	0	0	0.0	-90.0	673.0	GB6-7a:LP-DIR-T8
This study		1.3	51.7	49.5	GB6-7a:LP-DIR-T	hargrave 2016-09-09 09:25:10	Gooseberry	1.56e-05	2.4e-07	2.07e-07	1.8600000000000002e-07	1	273	LT-T-Z:LP-DIR-T	9	g	GB6-7	GB6	pmagpy-3.8.9-2	GB6-7a	u	0	0	0.0	-90.0	698.0	GB6-7a:LP-DIR-T9
This study		1.3	50.5	49.2	GB6-7a:LP-DIR-T	hargrave 2016-09-12 11:40:14	Gooseberry	1.52e-05	2.26e-07	2.3100000000000002e-07	1.33e-07	1	273	LT-T-Z:LP-DIR-T	10	g	GB6-7	GB6	pmagpy-3.8.9-2	GB6-7a	u	0	0	0.0	-90.0	723.0	GB6-7a:LP-DIR-T10
This study		2.6	52.5	49.3	GB6-7a:LP-DIR-T	hargrave 2016-09-12 22:27:59	Gooseberry	1.49e-05	5.58e-07	3.48e-07	1.54e-07	1	273	LT-T-Z:LP-DIR-T	11	g	GB6-7	GB6	pmagpy-3.8.9-2	GB6-7a	u	0	0	0.0	-90.0	748.0	GB6-7a:LP-DIR-T11
This study		1.3	51.3	49.4	GB6-7a:LP-DIR-T	hargrave 2016-09-15 12:19:27	Gooseberry	1.47e-05	2.3e-07	1.97e-07	1.43e-07	1	273	LT-T-Z:LP-DIR-T	12	g	GB6-7	GB6	pmagpy-3.8.9-2	GB6-7a	u	0	0	0.0	-90.0	773.0	GB6-7a:LP-DIR-T12
This study		1.4	51.0	49.5	GB6-7a:LP-DIR-T	hargrave 2016-09-19 18:41:53	Gooseberry	1.42e-05	2.1800000000000002e-07	2.2699999999999998e-07	2.0399999999999997e-07	1	273	LT-T-Z:LP-DIR-T	13	g	GB6-7	GB6	pmagpy-3.8.9-2	GB6-7a	u	0	0	0.0	-90.0	798.0	GB6-7a:LP-DIR-T13
This study		2.8	49.7	49.3	GB6-7a:LP-DIR-T	hargrave 2016-09-22 17:38:28	Gooseberry	1.3500000000000001e-05	4.66e-07	4.66e-07	1.51e-07	1	273	LT-T-Z:LP-DIR-T	14	g	GB6-7	GB6	pmagpy-3.8.9-2	GB6-7a	u	0	0	0.0	-90.0	823.0	GB6-7a:LP-DIR-T14
This study		2.5	50.7	49.4	GB6-7a:LP-DIR-T	hargrave 2016-09-29 11:25:29	Gooseberry	1.32e-05	4.1e-07	3.8e-07	1.87e-07	1	273	LT-T-Z:LP-DIR-T	15	g	GB6-7	GB6	pmagpy-3.8.9-2	GB6-7a	u	0	0	0.0	-90.0	833.0	GB6-7a:LP-DIR-T15
This study		1.7	51.1	49.3	GB6-7a:LP-DIR-T	hargrave 2016-10-03 18:15:23	Gooseberry	1.25e-05	2.2899999999999997e-07	2.74e-07	1.36e-07	1	273	LT-T-Z:LP-DIR-T	16	g	GB6-7	GB6	pmagpy-3.8.9-2	GB6-7a	u	0	0	0.0	-90.0	843.0	GB6-7a:LP-DIR-T16
This study		1.7	49.9	49.8	GB6-7a:LP-DIR-T	hargrave 2016-10-08 15:18:36	Gooseberry	1.21e-05	2.4e-07	2.3199999999999999e-07	1.65e-07	1	273	LT-T-Z:LP-DIR-T	17	b	GB6-7	GB6	pmagpy-3.8.9-2	GB6-7a	u	0	0	0.0	-90.0	848.0	GB6-7a:LP-DIR-T17
This study		1.6	48.0	49.7	GB6-7a:LP-DIR-T	hargrave 2016-10-10 17:09:37	Gooseberry	1.22e-05	2.43e-07	2.0399999999999997e-07	1.4e-07	1	273	LT-T-Z:LP-DIR-T	18	g	GB6-7	GB6	pmagpy-3.8.9-2	GB6-7a	u	0	0	0.0	-90.0	848.0	GB6-7a:LP-DIR-T18
This study		1.7	49.3	49.4	GB6-7a:LP-DIR-T	hargrave 2016-10-20 13:02:13	Gooseberry	1.1599999999999999e-05	2.81e-07	1.93e-07	1e-07	1	273	LT-T-Z:LP-DIR-T	19	g	GB6-7	GB6	pmagpy-3.8.9-2	GB6-7a	u	0	0	0.0	-90.0	853.0	GB6-7a:LP-DIR-T19
This study		1.8	52.3	49.7	GB6-7a:LP-DIR-T	hargrave 2016-10-25 00:56:43	Gooseberry	1.0199999999999999e-05	2.7600000000000004e-07	1.57e-07	1.5e-07	1	273	LT-T-Z:LP-DIR-T	20	g	GB6-7	GB6	pmagpy-3.8.9-2	GB6-7a	u	0	0	0.0	-90.0	868.0	GB6-7a:LP-DIR-T20
This study		1.4	50.2	49.3	GB6-7a:LP-DIR-T	hargrave 2016-11-07 11:19:31	Gooseberry	8.73e-06	1.65e-07	1.42e-07	4.63e-08	1	273	LT-T-Z:LP-DIR-T	21	g	GB6-7	GB6	pmagpy-3.8.9-2	GB6-7a	u	0	0	0.0	-90.0	883.0	GB6-7a:LP-DIR-T21
This study		1.8	49.1	50.9	GB6-7a:LP-DIR-T	hargrave 2016-11-08 12:40:45	Gooseberry	3.1e-06	8.26e-08	5.7300000000000004e-08	2.2999999999999998e-08	1	273	LT-T-Z:LP-DIR-T	22	g	GB6-7	GB6	pmagpy-3.8.9-2	GB6-7a	u	0	0	0.0	-90.0	898.0	GB6-7a:LP-DIR-T22
This study		1.4	50.6	51.9	GB6-7a:LP-DIR-T	hargrave 2016-11-09 11:42:46	Gooseberry	2.74e-06	4.72e-08	5.09e-08	2.61e-08	1	273	LT-T-Z:LP-DIR-T	23	g	GB6-7	GB6	pmagpy-3.8.9-2	GB6-7a	u	0	0	0.0	-90.0	913.0	GB6-7a:LP-DIR-T23
This study		3.4	49.1	51.6	GB6-7a:LP-DIR-T	hargrave 2016-11-10 12:26:52	Gooseberry	2.53e-06	1.1699999999999999e-07	9.49e-08	1.79e-08	1	273	LT-T-Z:LP-DIR-T	24	g	GB6-7	GB6	pmagpy-3.8.9-2	GB6-7a	u	0	0	0.0	-90.0	928.0	GB6-7a:LP-DIR-T24
This study		1.6	50.0	51.3	GB6-7a:LP-DIR-T	hargrave 2016-11-11 13:22:12	Gooseberry	2.3e-06	5.0700000000000004e-08	4.0300000000000004e-08	1.3600000000000001e-08	1	273	LT-T-Z:LP-DIR-T	25	g	GB6-7	GB6	pmagpy-3.8.9-2	GB6-7a	u	0	0	0.0	-90.0	938.0	GB6-7a:LP-DIR-T25
This study		1.7	52.5	51.9	GB6-7a:LP-DIR-T	hargrave 2016-11-14 20:43:14	Gooseberry	2.13e-06	5.5599999999999995e-08	3.55e-08	1.53e-08	1	273	LT-T-Z:LP-DIR-T	26	g	GB6-7	GB6	pmagpy-3.8.9-2	GB6-7a	u	0	0	0.0	-90.0	948.0	GB6-7a:LP-DIR-T26
This study		1.5	48.3	52.6	GB6-7a:LP-DIR-T	hargrave 2016-11-15 19:32:56	Gooseberry	1.55e-06	2.75e-08	3.2799999999999996e-08	1.2e-08	1	273	LT-T-Z:LP-DIR-T	27	g	GB6-7	GB6	pmagpy-3.8.9-2	GB6-7a	u	0	0	0.0	-90.0	953.0	GB6-7a:LP-DIR-T27
This study		2.9	70.8	50.5	GB6-8a:LP-DIR-T	hargrave 2016-08-17 17:46:50	Gooseberry	2.22e-05	1.01e-06	2.9699999999999997e-07	3.74e-07	1	273	LT-NO:LP-DIR-T	1	g	GB6-8	GB6	pmagpy-3.8.9-2	GB6-8a	u	0	0	0.0	-90.0	273.0	GB6-8a:LP-DIR-T1
This study		2.7	70.5	50.5	GB6-8a:LP-DIR-T	hargrave 2016-08-17 20:35:55	Gooseberry	2.22e-05	9.3e-07	2.9699999999999997e-07	3.65e-07	1	273	LT-NO:LP-DIR-T	2	g	GB6-8	GB6	pmagpy-3.8.9-2	GB6-8a	u	0	0	0.0	-90.0	273.0	GB6-8a:LP-DIR-T2
This study		3.7	70.4	50.3	GB6-8a:LP-DIR-T	hargrave 2016-08-19 19:24:40	Gooseberry	2.14e-05	1.31e-06	2.93e-07	3.7100000000000003e-07	1	273	LT-LT-Z:LP-DIR-T	3	g	GB6-8	GB6	pmagpy-3.8.9-2	GB6-8a	u	0	0	0.0	-90.0	77.0	GB6-8a:LP-DIR-T3
This study		2.5	73.3	49.8	GB6-8a:LP-DIR-T	hargrave 2016-08-26 14:47:43	Gooseberry	2.14e-05	7.72e-07	3.7e-07	4.2600000000000003e-07	1	273	LT-T-Z:LP-DIR-T	4	g	GB6-8	GB6	pmagpy-3.8.9-2	GB6-8a	u	0	0	0.0	-90.0	373.0	GB6-8a:LP-DIR-T4
This study		3.8	73.5	49.9	GB6-8a:LP-DIR-T	hargrave 2016-08-31 18:49:08	Gooseberry	2.02e-05	1.26e-06	2.0899999999999998e-07	3.6200000000000004e-07	1	273	LT-T-Z:LP-DIR-T	5	g	GB6-8	GB6	pmagpy-3.8.9-2	GB6-8a	u	0	0	0.0	-90.0	473.0	GB6-8a:LP-DIR-T5
This study		2.0	72.5	49.8	GB6-8a:LP-DIR-T	hargrave 2016-09-01 16:18:04	Gooseberry	1.77e-05	4.870000000000001e-07	2.74e-07	2.8e-07	1	273	LT-T-Z:LP-DIR-T	6	g	GB6-8	GB6	pmagpy-3.8.9-2	GB6-8a	u	0	0	0.0	-90.0	573.0	GB6-8a:LP-DIR-T6
This study		2.7	71.7	49.8	GB6-8a:LP-DIR-T	hargrave 2016-09-02 15:41:24	Gooseberry	1.7100000000000002e-05	7.32e-07	2.1100000000000002e-07	2.81e-07	1	273	LT-T-Z:LP-DIR-T	7	g	GB6-8	GB6	pmagpy-3.8.9-2	GB6-8a	u	0	0	0.0	-90.0	623.0	GB6-8a:LP-DIR-T7
This study		1.8	69.4	50.6	GB6-8a:LP-DIR-T	hargrave 2016-09-08 11:33:24	Gooseberry	1.65e-05	4.39e-07	1.96e-07	2.33e-07	1	273	LT-T-Z:LP-DIR-T	8	g	GB6-8	GB6	pmagpy-3.8.9-2	GB6-8a	u	0	0	0.0	-90.0	673.0	GB6-8a:LP-DIR-T8
This study		1.8	67.8	50.5	GB6-8a:LP-DIR-T	hargrave 2016-09-09 09:26:23	Gooseberry	1.62e-05	4.19e-07	1.98e-07	2.1800000000000002e-07	1	273	LT-T-Z:LP-DIR-T	9	g	GB6-8	GB6	pmagpy-3.8.9-2	GB6-8a	u	0	0	0.0	-90.0	698.0	GB6-8a:LP-DIR-T9
This study		1.4	71.1	50.5	GB6-8a:LP-DIR-T	hargrave 2016-09-12 11:41:41	Gooseberry	1.58e-05	2.33e-07	2.2e-07	2.28e-07	1	273	LT-T-Z:LP-DIR-T	10	g	GB6-8	GB6	pmagpy-3.8.9-2	GB6-8a	u	0	0	0.0	-90.0	723.0	GB6-8a:LP-DIR-T10
This study		2.7	72.3	50.7	GB6-8a:LP-DIR-T	hargrave 2016-09-12 22:29:29	Gooseberry	1.55e-05	6.77e-07	1.87e-07	2.43e-07	1	273	LT-T-Z:LP-DIR-T	11	g	GB6-8	GB6	pmagpy-3.8.9-2	GB6-8a	u	0	0	0.0	-90.0	748.0	GB6-8a:LP-DIR-T11
This study		1.4	72.0	50.4	GB6-8a:LP-DIR-T	hargrave 2016-09-15 12:20:40	Gooseberry	1.52e-05	2.4e-07	2.1399999999999998e-07	1.95e-07	1	273	LT-T-Z:LP-DIR-T	12	g	GB6-8	GB6	pmagpy-3.8.9-2	GB6-8a	u	0	0	0.0	-90.0	773.0	GB6-8a:LP-DIR-T12
This study		1.5	71.0	50.5	GB6-8a:LP-DIR-T	hargrave 2016-09-19 18:43:29	Gooseberry	1.47e-05	2.07e-07	2.61e-07	2.28e-07	1	273	LT-T-Z:LP-DIR-T	13	g	GB6-8	GB6	pmagpy-3.8.9-2	GB6-8a	u	0	0	0.0	-90.0	798.0	GB6-8a:LP-DIR-T13
This study		2.1	72.0	50.4	GB6-8a:LP-DIR-T	hargrave 2016-09-22 17:40:05	Gooseberry	1.4099999999999999e-05	3.44e-07	3.12e-07	2.12e-07	1	273	LT-T-Z:LP-DIR-T	14	g	GB6-8	GB6	pmagpy-3.8.9-2	GB6-8a	u	0	0	0.0	-90.0	823.0	GB6-8a:LP-DIR-T14
This study		1.5	71.3	50.5	GB6-8a:LP-DIR-T	hargrave 2016-09-29 11:27:02	Gooseberry	1.3800000000000007e-05	2.23e-07	1.95e-07	2.33e-07	1	273	LT-T-Z:LP-DIR-T	15	g	GB6-8	GB6	pmagpy-3.8.9-2	GB6-8a	u	0	0	0.0	-90.0	833.0	GB6-8a:LP-DIR-T15
This study		1.8	72.2	50.5	GB6-8a:LP-DIR-T	hargrave 2016-10-03 18:16:50	Gooseberry	1.3000000000000001e-05	2.33e-07	2.8e-07	2.03e-07	1	273	LT-T-Z:LP-DIR-T	16	g	GB6-8	GB6	pmagpy-3.8.9-2	GB6-8a	u	0	0	0.0	-90.0	843.0	GB6-8a:LP-DIR-T16
This study		1.7	71.6	50.1	GB6-8a:LP-DIR-T	hargrave 2016-10-08 15:20:56	Gooseberry	1.26e-05	2.65e-07	2.46e-07	1.43e-07	1	273	LT-T-Z:LP-DIR-T	17	b	GB6-8	GB6	pmagpy-3.8.9-2	GB6-8a	u	0	0	0.0	-90.0	848.0	GB6-8a:LP-DIR-T17
This study		1.6	70.7	50.1	GB6-8a:LP-DIR-T	hargrave 2016-10-10 17:11:12	Gooseberry	1.26e-05	2.28e-07	2.4199999999999997e-07	1.45e-07	1	273	LT-T-Z:LP-DIR-T	18	g	GB6-8	GB6	pmagpy-3.8.9-2	GB6-8a	u	0	0	0.0	-90.0	848.0	GB6-8a:LP-DIR-T18
This study		1.6	72.6	50.5	GB6-8a:LP-DIR-T	hargrave 2016-10-20 13:04:34	Gooseberry	1.2e-05	2.25e-07	2.24e-07	1.35e-07	1	273	LT-T-Z:LP-DIR-T	19	g	GB6-8	GB6	pmagpy-3.8.9-2	GB6-8a	u	0	0	0.0	-90.0	853.0	GB6-8a:LP-DIR-T19
This study		3.6	76.2	50.8	GB6-8a:LP-DIR-T	hargrave 2016-10-25 00:59:05	Gooseberry	1.04e-05	6.18e-07	1.48e-07	1.51e-07	1	273	LT-T-Z:LP-DIR-T	20	g	GB6-8	GB6	pmagpy-3.8.9-2	GB6-8a	u	0	0	0.0	-90.0	868.0	GB6-8a:LP-DIR-T20
This study		2.0	72.7	51.0	GB6-8a:LP-DIR-T	hargrave 2016-11-07 11:20:58	Gooseberry	8.55e-06	2.43e-07	1.1900000000000001e-07	1.13e-07	1	273	LT-T-Z:LP-DIR-T	21	g	GB6-8	GB6	pmagpy-3.8.9-2	GB6-8a	u	0	0	0.0	-90.0	883.0	GB6-8a:LP-DIR-T21
This study		1.6	71.4	52.0	GB6-8a:LP-DIR-T	hargrave 2016-11-08 12:42:13	Gooseberry	3.1e-06	6.21e-08	5.3499999999999996e-08	3.62e-08	1	273	LT-T-Z:LP-DIR-T	22	g	GB6-8	GB6	pmagpy-3.8.9-2	GB6-8a	u	0	0	0.0	-90.0	898.0	GB6-8a:LP-DIR-T22
This study		2.1	70.0	53.2	GB6-8a:LP-DIR-T	hargrave 2016-11-09 11:44:17	Gooseberry	2.73e-06	9.08e-08	3.9e-08	3.2200000000000004e-08	1	273	LT-T-Z:LP-DIR-T	23	g	GB6-8	GB6	pmagpy-3.8.9-2	GB6-8a	u	0	0	0.0	-90.0	913.0	GB6-8a:LP-DIR-T23
This study		1.9	70.7	52.4	GB6-8a:LP-DIR-T	hargrave 2016-11-10 12:28:27	Gooseberry	2.51e-06	7.21e-08	3.71e-08	2.7200000000000002e-08	1	273	LT-T-Z:LP-DIR-T	24	g	GB6-8	GB6	pmagpy-3.8.9-2	GB6-8a	u	0	0	0.0	-90.0	928.0	GB6-8a:LP-DIR-T24
This study		1.9	72.3	52.7	GB6-8a:LP-DIR-T	hargrave 2016-11-11 13:23:38	Gooseberry	2.32e-06	6.48e-08	3.5099999999999997e-08	2.89e-08	1	273	LT-T-Z:LP-DIR-T	25	g	GB6-8	GB6	pmagpy-3.8.9-2	GB6-8a	u	0	0	0.0	-90.0	938.0	GB6-8a:LP-DIR-T25
This study		1.6	73.2	52.8	GB6-8a:LP-DIR-T	hargrave 2016-11-14 20:44:46	Gooseberry	2.15e-06	4.0999999999999997e-08	3.83e-08	2.0499999999999998e-08	1	273	LT-T-Z:LP-DIR-T	26	g	GB6-8	GB6	pmagpy-3.8.9-2	GB6-8a	u	0	0	0.0	-90.0	948.0	GB6-8a:LP-DIR-T26
This study		1.9	73.4	53.7	GB6-8a:LP-DIR-T	hargrave 2016-11-15 19:34:23	Gooseberry	1.56e-06	4.45e-08	2.65e-08	1.74e-08	1	273	LT-T-Z:LP-DIR-T	27	g	GB6-8	GB6	pmagpy-3.8.9-2	GB6-8a	u	0	0	0.0	-90.0	953.0	GB6-8a:LP-DIR-T27
This study		2.7	115.6	37.9	GB6-9a:LP-DIR-T	hargrave 2016-08-17 17:48:21	Gooseberry	2.25e-05	6.77e-07	3.65e-07	7.079999999999998e-07	1	273	LT-NO:LP-DIR-T	1	g	GB6-9	GB6	pmagpy-3.8.9-2	GB6-9a	u	0	0	0.0	-90.0	273.0	GB6-9a:LP-DIR-T1
This study		3.4	117.3	38.0	GB6-9a:LP-DIR-T	hargrave 2016-08-17 20:37:27	Gooseberry	2.24e-05	1.14e-06	2.3800000000000001e-07	7e-07	1	273	LT-NO:LP-DIR-T	2	g	GB6-9	GB6	pmagpy-3.8.9-2	GB6-9a	u	0	0	0.0	-90.0	273.0	GB6-9a:LP-DIR-T2
This study		2.8	116.0	37.7	GB6-9a:LP-DIR-T	hargrave 2016-08-19 19:26:12	Gooseberry	2.17e-05	8e-07	2.8e-07	6.520000000000001e-07	1	273	LT-LT-Z:LP-DIR-T	3	g	GB6-9	GB6	pmagpy-3.8.9-2	GB6-9a	u	0	0	0.0	-90.0	77.0	GB6-9a:LP-DIR-T3
This study		2.4	118.2	37.5	GB6-9a:LP-DIR-T	hargrave 2016-08-26 14:49:15	Gooseberry	2.1600000000000007e-05	4.270000000000001e-07	4.81e-07	6.459999999999999e-07	1	273	LT-T-Z:LP-DIR-T	4	g	GB6-9	GB6	pmagpy-3.8.9-2	GB6-9a	u	0	0	0.0	-90.0	373.0	GB6-9a:LP-DIR-T4
This study		3.3	119.6	37.4	GB6-9a:LP-DIR-T	hargrave 2016-08-31 18:50:39	Gooseberry	2.02e-05	9.53e-07	1.7699999999999996e-07	6.389999999999999e-07	1	273	LT-T-Z:LP-DIR-T	5	g	GB6-9	GB6	pmagpy-3.8.9-2	GB6-9a	u	0	0	0.0	-90.0	473.0	GB6-9a:LP-DIR-T5
This study		2.6	118.6	37.6	GB6-9a:LP-DIR-T	hargrave 2016-09-01 16:20:27	Gooseberry	1.76e-05	4.11e-07	3.2e-07	5.92e-07	1	273	LT-T-Z:LP-DIR-T	6	g	GB6-9	GB6	pmagpy-3.8.9-2	GB6-9a	u	0	0	0.0	-90.0	573.0	GB6-9a:LP-DIR-T6
