tab	specimens
analysts	citations	dir_alpha95	dir_comp	dir_dang	dir_dec	dir_inc	dir_mad_free	dir_n_comps	dir_n_measurements	dir_tilt_correction	experiments	instrument_codes	int_corr	location	meas_step_max	meas_step_min	meas_step_unit	method_codes	result_quality	sample	site	software_packages	specimen	weight
	This study		HT	0.5	302.7	45.0	3.2	1	19	100	GB2-3a:LP-DIR-T	hargrave 2016-11-15 18:26:38	u	Gooseberry	953	673	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	GB2-3	GB2	pmagpy-3.8.9-2: demag_gui.v.3.0	GB2-3a	0.001
	This study		HT	0.1	185.3	-18.8	3.1	1	19	-1	GB2-4a:LP-DIR-T	hargrave 2016-11-15 18:28:15	u	Gooseberry	953	673	K	LP-DIR-T:DE-BFL:DA-DIR	g	GB2-4	GB2	pmagpy-3.8.9-2: demag_gui.v.3.0	GB2-4a	0.001
	This study		HT	0.1	295.0	40.0	3.1	1	19	0	GB2-4a:LP-DIR-T	hargrave 2016-11-15 18:28:15	u	Gooseberry	953	673	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	GB2-4	GB2	pmagpy-3.8.9-2: demag_gui.v.3.0	GB2-4a	0.001
	This study		HT	0.1	295.8	49.4	3.1	1	19	100	GB2-4a:LP-DIR-T	hargrave 2016-11-15 18:28:15	u	Gooseberry	953	673	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	GB2-4	GB2	pmagpy-3.8.9-2: demag_gui.v.3.0	GB2-4a	0.001
	This study		HT	0.2	195.2	-20.4	1.7	1	19	-1	GB2-5a:LP-DIR-T	hargrave 2016-11-15 18:29:50	u	Gooseberry	953	673	K	LP-DIR-T:DE-BFL:DA-DIR	g	GB2-5	GB2	pmagpy-3.8.9-2: demag_gui.v.3.0	GB2-5a	0.001
	This study		HT	0.2	298.8	38.4	1.7	1	19	0	GB2-5a:LP-DIR-T	hargrave 2016-11-15 18:29:50	u	Gooseberry	953	673	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	GB2-5	GB2	pmagpy-3.8.9-2: demag_gui.v.3.0	GB2-5a	0.001
	This study		HT	0.2	300.2	47.8	1.7	1	19	100	GB2-5a:LP-DIR-T	hargrave 2016-11-15 18:29:50	u	Gooseberry	953	673	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	GB2-5	GB2	pmagpy-3.8.9-2: demag_gui.v.3.0	GB2-5a	0.001
	This study		HT	0.7	204.7	-22.1	3.1	1	19	-1	GB2-6a:LP-DIR-T	hargrave 2016-11-15 18:31:28	u	Gooseberry	953	673	K	LP-DIR-T:DE-BFL:DA-DIR	g	GB2-6	GB2	pmagpy-3.8.9-2: demag_gui.v.3.0	GB2-6a	0.001
	This study		HT	0.7	300.9	38.0	3.1	1	19	0	GB2-6a:LP-DIR-T	hargrave 2016-11-15 18:31:28	u	Gooseberry	953	673	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	GB2-6	GB2	pmagpy-3.8.9-2: demag_gui.v.3.0	GB2-6a	0.001
	This study		HT	0.7	302.6	47.3	3.1	1	19	100	GB2-6a:LP-DIR-T	hargrave 2016-11-15 18:31:28	u	Gooseberry	953	673	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	GB2-6	GB2	pmagpy-3.8.9-2: demag_gui.v.3.0	GB2-6a	0.001
	This study		HT	0.1	217.6	-18.8	2.5	1	19	-1	GB2-7a:LP-DIR-T	hargrave 2016-11-15 18:33:09	u	Gooseberry	953	673	K	LP-DIR-T:DE-BFL:DA-DIR	g	GB2-7	GB2	pmagpy-3.8.9-2: demag_gui.v.3.0	GB2-7a	0.001
	This study		HT	0.1	299.0	37.2	2.5	1	19	0	GB2-7a:LP-DIR-T	hargrave 2016-11-15 18:33:09	u	Gooseberry	953	673	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	GB2-7	GB2	pmagpy-3.8.9-2: demag_gui.v.3.0	GB2-7a	0.001
	This study		HT	0.1	300.3	46.6	2.5	1	19	100	GB2-7a:LP-DIR-T	hargrave 2016-11-15 18:33:09	u	Gooseberry	953	673	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	GB2-7	GB2	pmagpy-3.8.9-2: demag_gui.v.3.0	GB2-7a	0.001
	This study		HT	0.2	208.8	-18.6	2.5	1	15	-1	GB2-8a:LP-DIR-T	hargrave 2016-11-15 18:34:52	u	Gooseberry	953	773	K	LP-DIR-T:DE-BFL:DA-DIR	g	GB2-8	GB2	pmagpy-3.8.9-2: demag_gui.v.3.0	GB2-8a	0.001
	This study		HT	0.2	292.0	39.8	2.5	1	15	0	GB2-8a:LP-DIR-T	hargrave 2016-11-15 18:34:52	u	Gooseberry	953	773	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	GB2-8	GB2	pmagpy-3.8.9-2: demag_gui.v.3.0	GB2-8a	0.001
	This study		HT	0.2	292.2	49.3	2.5	1	15	100	GB2-8a:LP-DIR-T	hargrave 2016-11-15 18:34:52	u	Gooseberry	953	773	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	GB2-8	GB2	pmagpy-3.8.9-2: demag_gui.v.3.0	GB2-8a	0.001
	This study		HT	0.2	328.9	45.6	1.4	1	15	-1	GB20-1a:LP-DIR-T	hargrave 2017-02-14 22:54:47	u	Gooseberry	953	773	K	LP-DIR-T:DE-BFL:DA-DIR	b	GB20-1	GB20	pmagpy-3.8.9-2: demag_gui.v.3.0	GB20-1a	0.001
	This study		HT	0.2	211.2	35.1	1.4	1	15	0	GB20-1a:LP-DIR-T	hargrave 2017-02-14 22:54:47	u	Gooseberry	953	773	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	b	GB20-1	GB20	pmagpy-3.8.9-2: demag_gui.v.3.0	GB20-1a	0.001
	This study		HT	0.2	204.4	36.2	1.4	1	15	100	GB20-1a:LP-DIR-T	hargrave 2017-02-14 22:54:47	u	Gooseberry	953	773	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	b	GB20-1	GB20	pmagpy-3.8.9-2: demag_gui.v.3.0	GB20-1a	0.001
	This study		HT	0.3	351.6	51.1	0.8	1	15	-1	GB20-2a:LP-DIR-T	hargrave 2017-02-14 22:56:18	u	Gooseberry	953	773	K	LP-DIR-T:DE-BFL:DA-DIR	g	GB20-2	GB20	pmagpy-3.8.9-2: demag_gui.v.3.0	GB20-2a	0.001
	This study		HT	0.3	296.0	36.2	0.8	1	15	0	GB20-2a:LP-DIR-T	hargrave 2017-02-14 22:56:18	u	Gooseberry	953	773	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	GB20-2	GB20	pmagpy-3.8.9-2: demag_gui.v.3.0	GB20-2a	0.001
	This study		HT	0.3	296.8	45.7	0.8	1	15	100	GB20-2a:LP-DIR-T	hargrave 2017-02-14 22:56:18	u	Gooseberry	953	773	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	GB20-2	GB20	pmagpy-3.8.9-2: demag_gui.v.3.0	GB20-2a	0.001
	This study		HT	0.5	167.0	21.1	1.8	1	15	-1	GB20-3a:LP-DIR-T	hargrave 2017-02-14 22:57:48	u	Gooseberry	953	773	K	LP-DIR-T:DE-BFL:DA-DIR	g	GB20-3	GB20	pmagpy-3.8.9-2: demag_gui.v.3.0	GB20-3a	0.001
	This study		HT	0.5	298.4	36.6	1.8	1	15	0	GB20-3a:LP-DIR-T	hargrave 2017-02-14 22:57:48	u	Gooseberry	953	773	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	GB20-3	GB20	pmagpy-3.8.9-2: demag_gui.v.3.0	GB20-3a	0.001
	This study		HT	0.5	299.6	46.0	1.8	1	15	100	GB20-3a:LP-DIR-T	hargrave 2017-02-14 22:57:48	u	Gooseberry	953	773	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	GB20-3	GB20	pmagpy-3.8.9-2: demag_gui.v.3.0	GB20-3a	0.001
	This study		HT	0.6	125.4	29.6	1.8	1	15	-1	GB20-4a:LP-DIR-T	hargrave 2017-02-14 22:59:23	u	Gooseberry	953	773	K	LP-DIR-T:DE-BFL:DA-DIR	g	GB20-4	GB20	pmagpy-3.8.9-2: demag_gui.v.3.0	GB20-4a	0.001
	This study		HT	0.6	289.7	34.0	1.8	1	15	0	GB20-4a:LP-DIR-T	hargrave 2017-02-14 22:59:23	u	Gooseberry	953	773	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	GB20-4	GB20	pmagpy-3.8.9-2: demag_gui.v.3.0	GB20-4a	0.001
	This study		HT	0.6	289.6	43.5	1.8	1	15	100	GB20-4a:LP-DIR-T	hargrave 2017-02-14 22:59:23	u	Gooseberry	953	773	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	GB20-4	GB20	pmagpy-3.8.9-2: demag_gui.v.3.0	GB20-4a	0.001
	This study		HT	0.5	84.3	38.1	1.9	1	15	-1	GB20-5a:LP-DIR-T	hargrave 2017-02-14 23:01:02	u	Gooseberry	953	773	K	LP-DIR-T:DE-BFL:DA-DIR	g	GB20-5	GB20	pmagpy-3.8.9-2: demag_gui.v.3.0	GB20-5a	0.001
	This study		HT	0.5	300.8	34.3	1.9	1	15	0	GB20-5a:LP-DIR-T	hargrave 2017-02-14 23:01:02	u	Gooseberry	953	773	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	GB20-5	GB20	pmagpy-3.8.9-2: demag_gui.v.3.0	GB20-5a	0.001
	This study		HT	0.5	302.3	43.6	1.9	1	15	100	GB20-5a:LP-DIR-T	hargrave 2017-02-14 23:01:02	u	Gooseberry	953	773	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	GB20-5	GB20	pmagpy-3.8.9-2: demag_gui.v.3.0	GB20-5a	0.001
	This study		HT	0.2	356.2	48.0	1.2	1	15	-1	GB20-6a:LP-DIR-T	hargrave 2017-02-14 23:04:49	u	Gooseberry	953	773	K	LP-DIR-T:DE-BFL:DA-DIR	g	GB20-6	GB20	pmagpy-3.8.9-2: demag_gui.v.3.0	GB20-6a	0.001
	This study		HT	0.2	301.4	34.1	1.2	1	15	0	GB20-6a:LP-DIR-T	hargrave 2017-02-14 23:04:49	u	Gooseberry	953	773	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	GB20-6	GB20	pmagpy-3.8.9-2: demag_gui.v.3.0	GB20-6a	0.001
	This study		HT	0.2	302.9	43.4	1.2	1	15	100	GB20-6a:LP-DIR-T	hargrave 2017-02-14 23:04:49	u	Gooseberry	953	773	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	GB20-6	GB20	pmagpy-3.8.9-2: demag_gui.v.3.0	GB20-6a	0.001
	This study		HT	1.2	329.2	43.6	1.7	1	15	-1	GB20-7a:LP-DIR-T	hargrave 2017-02-14 23:06:19	u	Gooseberry	953	773	K	LP-DIR-T:DE-BFL:DA-DIR	g	GB20-7	GB20	pmagpy-3.8.9-2: demag_gui.v.3.0	GB20-7a	0.001
	This study		HT	1.2	296.6	37.4	1.7	1	15	0	GB20-7a:LP-DIR-T	hargrave 2017-02-14 23:06:19	u	Gooseberry	953	773	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	GB20-7	GB20	pmagpy-3.8.9-2: demag_gui.v.3.0	GB20-7a	0.001
	This study		HT	1.2	297.6	46.9	1.7	1	15	100	GB20-7a:LP-DIR-T	hargrave 2017-02-14 23:06:19	u	Gooseberry	953	773	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	GB20-7	GB20	pmagpy-3.8.9-2: demag_gui.v.3.0	GB20-7a	0.001
	This study		HT	0.5	33.4	53.5	0.9	1	15	-1	GB20-8a:LP-DIR-T	hargrave 2017-02-15 09:00:58	u	Gooseberry	953	773	K	LP-DIR-T:DE-BFL:DA-DIR	g	GB20-8	GB20	pmagpy-3.8.9-2: demag_gui.v.3.0	GB20-8a	0.001
	This study		HT	0.5	304.9	37.7	0.9	1	15	0	GB20-8a:LP-DIR-T	hargrave 2017-02-15 09:00:58	u	Gooseberry	953	773	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	GB20-8	GB20	pmagpy-3.8.9-2: demag_gui.v.3.0	GB20-8a	0.001
	This study		HT	0.5	307.2	46.9	0.9	1	15	100	GB20-8a:LP-DIR-T	hargrave 2017-02-15 09:00:58	u	Gooseberry	953	773	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	GB20-8	GB20	pmagpy-3.8.9-2: demag_gui.v.3.0	GB20-8a	0.001
	This study		HT	0.1	96.8	37.8	1.6	1	18	-1	GB21-1a:LP-DIR-T	hargrave 2017-03-14 10:05:53	u	Gooseberry	953	673	K	LP-DIR-T:DE-BFL:DA-DIR	g	GB21-1	GB21	pmagpy-3.8.9-2: demag_gui.v.3.0	GB21-1a	0.001
	This study		HT	0.1	297.7	32.4	1.6	1	18	0	GB21-1a:LP-DIR-T	hargrave 2017-03-14 10:05:53	u	Gooseberry	953	673	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	GB21-1	GB21	pmagpy-3.8.9-2: demag_gui.v.3.0	GB21-1a	0.001
	This study		HT	0.1	298.7	41.8	1.6	1	18	100	GB21-1a:LP-DIR-T	hargrave 2017-03-14 10:05:53	u	Gooseberry	953	673	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	GB21-1	GB21	pmagpy-3.8.9-2: demag_gui.v.3.0	GB21-1a	0.001
	This study		HT	0.3	354.2	39.5	0.9	1	18	-1	GB21-2a:LP-DIR-T	hargrave 2017-03-14 10:07:33	u	Gooseberry	953	673	K	LP-DIR-T:DE-BFL:DA-DIR	g	GB21-2	GB21	pmagpy-3.8.9-2: demag_gui.v.3.0	GB21-2a	0.001
	This study		HT	0.3	299.0	35.5	0.9	1	18	0	GB21-2a:LP-DIR-T	hargrave 2017-03-14 10:07:33	u	Gooseberry	953	673	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	GB21-2	GB21	pmagpy-3.8.9-2: demag_gui.v.3.0	GB21-2a	0.001
	This study		HT	0.3	300.2	44.9	0.9	1	18	100	GB21-2a:LP-DIR-T	hargrave 2017-03-14 10:07:33	u	Gooseberry	953	673	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	GB21-2	GB21	pmagpy-3.8.9-2: demag_gui.v.3.0	GB21-2a	0.001
	This study		HT	0.4	6.0	41.2	2.0	1	18	-1	GB21-3a:LP-DIR-T	hargrave 2017-03-14 10:09:08	u	Gooseberry	953	673	K	LP-DIR-T:DE-BFL:DA-DIR	g	GB21-3	GB21	pmagpy-3.8.9-2: demag_gui.v.3.0	GB21-3a	0.001
	This study		HT	0.4	302.7	29.3	2.0	1	18	0	GB21-3a:LP-DIR-T	hargrave 2017-03-14 10:09:08	u	Gooseberry	953	673	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	GB21-3	GB21	pmagpy-3.8.9-2: demag_gui.v.3.0	GB21-3a	0.001
	This study		HT	0.4	304.1	38.5	2.0	1	18	100	GB21-3a:LP-DIR-T	hargrave 2017-03-14 10:09:08	u	Gooseberry	953	673	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	GB21-3	GB21	pmagpy-3.8.9-2: demag_gui.v.3.0	GB21-3a	0.001
	This study		HT	0.6	142.8	12.0	2.3	1	18	-1	GB21-4a:LP-DIR-T	hargrave 2017-03-14 10:10:41	u	Gooseberry	953	673	K	LP-DIR-T:DE-BFL:DA-DIR	g	GB21-4	GB21	pmagpy-3.8.9-2: demag_gui.v.3.0	GB21-4a	0.001
	This study		HT	0.6	303.4	33.3	2.3	1	18	0	GB21-4a:LP-DIR-T	hargrave 2017-03-14 10:10:41	u	Gooseberry	953	673	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	GB21-4	GB21	pmagpy-3.8.9-2: demag_gui.v.3.0	GB21-4a	0.001
	This study		HT	0.6	305.2	42.6	2.3	1	18	100	GB21-4a:LP-DIR-T	hargrave 2017-03-14 10:10:41	u	Gooseberry	953	673	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	GB21-4	GB21	pmagpy-3.8.9-2: demag_gui.v.3.0	GB21-4a	0.001
	This study		HT	0.5	328.6	46.4	1.6	1	18	-1	GB21-5a:LP-DIR-T	hargrave 2017-03-14 10:12:14	u	Gooseberry	953	673	K	LP-DIR-T:DE-BFL:DA-DIR	g	GB21-5	GB21	pmagpy-3.8.9-2: demag_gui.v.3.0	GB21-5a	0.001
	This study		HT	0.5	302.4	32.3	1.6	1	18	0	GB21-5a:LP-DIR-T	hargrave 2017-03-14 10:12:14	u	Gooseberry	953	673	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	GB21-5	GB21	pmagpy-3.8.9-2: demag_gui.v.3.0	GB21-5a	0.001
	This study		HT	0.5	303.9	41.6	1.6	1	18	100	GB21-5a:LP-DIR-T	hargrave 2017-03-14 10:12:14	u	Gooseberry	953	673	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	GB21-5	GB21	pmagpy-3.8.9-2: demag_gui.v.3.0	GB21-5a	0.001
	This study		HT	0.6	157.3	9.7	2.9	1	18	-1	GB21-6a:LP-DIR-T	hargrave 2017-03-14 10:13:51	u	Gooseberry	953	673	K	LP-DIR-T:DE-BFL:DA-DIR	g	GB21-6	GB21	pmagpy-3.8.9-2: demag_gui.v.3.0	GB21-6a	0.001
	This study		HT	0.6	300.7	32.5	2.9	1	18	0	GB21-6a:LP-DIR-T	hargrave 2017-03-14 10:13:51	u	Gooseberry	953	673	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	GB21-6	GB21	pmagpy-3.8.9-2: demag_gui.v.3.0	GB21-6a	0.001
	This study		HT	0.6	302.0	41.8	2.9	1	18	100	GB21-6a:LP-DIR-T	hargrave 2017-03-14 10:13:51	u	Gooseberry	953	673	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	GB21-6	GB21	pmagpy-3.8.9-2: demag_gui.v.3.0	GB21-6a	0.001
	This study		HT	0.5	303.0	39.3	1.6	1	18	-1	GB21-7a:LP-DIR-T	hargrave 2017-03-14 10:15:27	u	Gooseberry	953	673	K	LP-DIR-T:DE-BFL:DA-DIR	g	GB21-7	GB21	pmagpy-3.8.9-2: demag_gui.v.3.0	GB21-7a	0.001
	This study		HT	0.5	297.8	35.3	1.6	1	18	0	GB21-7a:LP-DIR-T	hargrave 2017-03-14 10:15:27	u	Gooseberry	953	673	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	GB21-7	GB21	pmagpy-3.8.9-2: demag_gui.v.3.0	GB21-7a	0.001
	This study		HT	0.5	298.9	44.7	1.6	1	18	100	GB21-7a:LP-DIR-T	hargrave 2017-03-14 10:15:27	u	Gooseberry	953	673	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	GB21-7	GB21	pmagpy-3.8.9-2: demag_gui.v.3.0	GB21-7a	0.001
	This study		HT	0.7	214.2	24.5	2.1	1	18	-1	GB21-8a:LP-DIR-T	hargrave 2017-03-14 12:16:46	u	Gooseberry	953	673	K	LP-DIR-T:DE-BFL:DA-DIR	g	GB21-8	GB21	pmagpy-3.8.9-2: demag_gui.v.3.0	GB21-8a	0.001
	This study		HT	0.7	297.5	37.3	2.1	1	18	0	GB21-8a:LP-DIR-T	hargrave 2017-03-14 12:16:46	u	Gooseberry	953	673	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	GB21-8	GB21	pmagpy-3.8.9-2: demag_gui.v.3.0	GB21-8a	0.001
	This study		HT	0.7	298.6	46.7	2.1	1	18	100	GB21-8a:LP-DIR-T	hargrave 2017-03-14 12:16:46	u	Gooseberry	953	673	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	GB21-8	GB21	pmagpy-3.8.9-2: demag_gui.v.3.0	GB21-8a	0.001
	This study		HT	1.3	155.2	24.6	1.8	1	9	-1	GB22-1a:LP-DIR-T	hargrave 2017-03-14 10:18:32	u	Gooseberry	953	853	K	LP-DIR-T:DE-BFL:DA-DIR	g	GB22-1	GB22	pmagpy-3.8.9-2: demag_gui.v.3.0	GB22-1a	0.001
	This study		HT	1.3	301.1	30.9	1.8	1	9	0	GB22-1a:LP-DIR-T	hargrave 2017-03-14 10:18:32	u	Gooseberry	953	853	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	GB22-1	GB22	pmagpy-3.8.9-2: demag_gui.v.3.0	GB22-1a	0.001
	This study		HT	1.3	302.4	40.3	1.8	1	9	100	GB22-1a:LP-DIR-T	hargrave 2017-03-14 10:18:32	u	Gooseberry	953	853	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	GB22-1	GB22	pmagpy-3.8.9-2: demag_gui.v.3.0	GB22-1a	0.001
	This study		HT	6.9	228.7	17.5	4.4	1	5	-1	GB22-2a:LP-DIR-T	hargrave 2017-03-14 10:20:08	u	Gooseberry	953	898	K	LP-DIR-T:DE-BFL:DA-DIR	g	GB22-2	GB22	pmagpy-3.8.9-2: demag_gui.v.3.0	GB22-2a	0.001
	This study		HT	6.9	301.4	27.6	4.4	1	5	0	GB22-2a:LP-DIR-T	hargrave 2017-03-14 10:20:08	u	Gooseberry	953	898	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	GB22-2	GB22	pmagpy-3.8.9-2: demag_gui.v.3.0	GB22-2a	0.001
	This study		HT	6.9	302.6	36.9	4.4	1	5	100	GB22-2a:LP-DIR-T	hargrave 2017-03-14 10:20:08	u	Gooseberry	953	898	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	GB22-2	GB22	pmagpy-3.8.9-2: demag_gui.v.3.0	GB22-2a	0.001
	This study		HT	0.7	321.1	40.1	2.3	1	18	-1	GB22-3a:LP-DIR-T	hargrave 2017-03-14 10:24:05	u	Gooseberry	953	673	K	LP-DIR-T:DE-BFL:DA-DIR	g	GB22-3	GB22	pmagpy-3.8.9-2: demag_gui.v.3.0	GB22-3a	0.001
	This study		HT	0.7	301.4	35.3	2.3	1	18	0	GB22-3a:LP-DIR-T	hargrave 2017-03-14 10:24:05	u	Gooseberry	953	673	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	GB22-3	GB22	pmagpy-3.8.9-2: demag_gui.v.3.0	GB22-3a	0.001
	This study		HT	0.7	303.0	44.7	2.3	1	18	100	GB22-3a:LP-DIR-T	hargrave 2017-03-14 10:24:05	u	Gooseberry	953	673	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	GB22-3	GB22	pmagpy-3.8.9-2: demag_gui.v.3.0	GB22-3a	0.001
	This study		HT	0.9	106.4	32.3	2.4	1	18	-1	GB22-4a:LP-DIR-T	hargrave 2017-03-14 10:25:42	u	Gooseberry	953	673	K	LP-DIR-T:DE-BFL:DA-DIR	g	GB22-4	GB22	pmagpy-3.8.9-2: demag_gui.v.3.0	GB22-4a	0.001
	This study		HT	0.9	307.7	35.2	2.4	1	18	0	GB22-4a:LP-DIR-T	hargrave 2017-03-14 10:25:42	u	Gooseberry	953	673	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	GB22-4	GB22	pmagpy-3.8.9-2: demag_gui.v.3.0	GB22-4a	0.001
	This study		HT	0.9	310.1	44.2	2.4	1	18	100	GB22-4a:LP-DIR-T	hargrave 2017-03-14 10:25:42	u	Gooseberry	953	673	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	GB22-4	GB22	pmagpy-3.8.9-2: demag_gui.v.3.0	GB22-4a	0.001
	This study		HT	0.2	225.2	-20.3	1.9	1	18	-1	GB22-5a:LP-DIR-T	hargrave 2017-03-14 10:27:17	u	Gooseberry	953	673	K	LP-DIR-T:DE-BFL:DA-DIR	g	GB22-5	GB22	pmagpy-3.8.9-2: demag_gui.v.3.0	GB22-5a	0.001
	This study		HT	0.2	301.8	30.1	1.9	1	18	0	GB22-5a:LP-DIR-T	hargrave 2017-03-14 10:27:17	u	Gooseberry	953	673	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	GB22-5	GB22	pmagpy-3.8.9-2: demag_gui.v.3.0	GB22-5a	0.001
	This study		HT	0.2	303.1	39.4	1.9	1	18	100	GB22-5a:LP-DIR-T	hargrave 2017-03-14 10:27:17	u	Gooseberry	953	673	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	GB22-5	GB22	pmagpy-3.8.9-2: demag_gui.v.3.0	GB22-5a	0.001
	This study		HT	0.4	225.4	-16.2	2.1	1	18	-1	GB22-6a:LP-DIR-T	hargrave 2017-03-14 10:28:46	u	Gooseberry	953	673	K	LP-DIR-T:DE-BFL:DA-DIR	g	GB22-6	GB22	pmagpy-3.8.9-2: demag_gui.v.3.0	GB22-6a	0.001
	This study		HT	0.4	298.2	32.0	2.1	1	18	0	GB22-6a:LP-DIR-T	hargrave 2017-03-14 10:28:46	u	Gooseberry	953	673	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	GB22-6	GB22	pmagpy-3.8.9-2: demag_gui.v.3.0	GB22-6a	0.001
	This study		HT	0.4	299.2	41.4	2.1	1	18	100	GB22-6a:LP-DIR-T	hargrave 2017-03-14 10:28:46	u	Gooseberry	953	673	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	GB22-6	GB22	pmagpy-3.8.9-2: demag_gui.v.3.0	GB22-6a	0.001
	This study		HT	0.8	236.7	-6.2	2.3	1	18	-1	GB22-7a:LP-DIR-T	hargrave 2017-03-14 10:30:14	u	Gooseberry	953	673	K	LP-DIR-T:DE-BFL:DA-DIR	g	GB22-7	GB22	pmagpy-3.8.9-2: demag_gui.v.3.0	GB22-7a	0.001
	This study		HT	0.8	301.8	30.7	2.3	1	18	0	GB22-7a:LP-DIR-T	hargrave 2017-03-14 10:30:14	u	Gooseberry	953	673	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	GB22-7	GB22	pmagpy-3.8.9-2: demag_gui.v.3.0	GB22-7a	0.001
	This study		HT	0.8	303.1	40.1	2.3	1	18	100	GB22-7a:LP-DIR-T	hargrave 2017-03-14 10:30:14	u	Gooseberry	953	673	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	GB22-7	GB22	pmagpy-3.8.9-2: demag_gui.v.3.0	GB22-7a	0.001
	This study		HT	0.4	343.2	40.7	2.9	1	18	-1	GB22-8a:LP-DIR-T	hargrave 2017-03-14 10:31:43	u	Gooseberry	953	673	K	LP-DIR-T:DE-BFL:DA-DIR	g	GB22-8	GB22	pmagpy-3.8.9-2: demag_gui.v.3.0	GB22-8a	0.001
	This study		HT	0.4	296.6	32.1	2.9	1	18	0	GB22-8a:LP-DIR-T	hargrave 2017-03-14 10:31:43	u	Gooseberry	953	673	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	GB22-8	GB22	pmagpy-3.8.9-2: demag_gui.v.3.0	GB22-8a	0.001
	This study		HT	0.4	297.3	41.5	2.9	1	18	100	GB22-8a:LP-DIR-T	hargrave 2017-03-14 10:31:43	u	Gooseberry	953	673	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	GB22-8	GB22	pmagpy-3.8.9-2: demag_gui.v.3.0	GB22-8a	0.001
	This study		HT	0.1	160.0	15.8	1.9	1	15	-1	GB23-10a:LP-DIR-T	hargrave 2017-03-14 10:45:14	u	Gooseberry	953	773	K	LP-DIR-T:DE-BFL:DA-DIR	g	GB23-10	GB23	pmagpy-3.8.9-2: demag_gui.v.3.0	GB23-10a	0.001
	This study		HT	0.1	305.8	35.4	1.9	1	15	0	GB23-10a:LP-DIR-T	hargrave 2017-03-14 10:45:14	u	Gooseberry	953	773	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	GB23-10	GB23	pmagpy-3.8.9-2: demag_gui.v.3.0	GB23-10a	0.001
