tab delimited	contribution
id	version	timestamp	contributor	magic_version	doi
11883	PRIVATE	2017-03-02T18:50:20.537Z	@lfairchild	3.0	10.1130/l580.1
>>>>>>>>>>
tab delimited	locations
location	location_type	citations	lat_s	lat_n	lon_w	lon_e
Michipicoten Island	Region	This study	47.7022	47.7244	274.3519	274.044128
Two Island River	Outcrop	This study	47.524091	47.53669	269.07756	269.06
>>>>>>>>>>
tab delimited	sites
site	location	samples	specimens	result_type	result_quality	method_codes	citations	geologic_classes	geologic_types	lithologies	lat	lon	height	age	age_sigma	age_low	age_high	age_unit	dir_tilt_correction	dir_dec	dir_inc	dir_alpha95	dir_r	dir_k	dir_n_samples	dir_n_specimens	dir_n_specimens_lines	dir_n_specimens_planes	dir_comp_name	dir_polarity	vgp_lat	vgp_lon	vgp_dp	vgp_dm	description	criteria	software_packages	analysts
This study		1.3	190.0	22.3	SLB18.7a:LP-DIR-T	2.83e-08	4.17e-10	6.35e-10	1.82e-10	1	273	LT-T-Z:LP-DIR-T	22	g	pmagpy-3.2.1	SLB18.7a	u	0	0	938
This study		3.1	191.8	20.3	SLB18.7a:LP-DIR-T	1.52e-08	3.58e-10	7.93e-10	1.18e-10	1	273	LT-T-Z:LP-DIR-T	23	g	pmagpy-3.2.1	SLB18.7a	u	0	0	948
This study		2.4	190.9	22.5	SLB18.7a:LP-DIR-T	1.03e-08	2.16e-10	2.2e-10	3.44e-10	1	273	LT-T-Z:LP-DIR-T	24	g	pmagpy-3.2.1	SLB18.7a	u	0	0	953
This study		1.3	302.1	47.8	SLB18.8a:LP-DIR-T	1.59e-06	3.18e-08	2.09e-08	1.02e-08	1	273	LT-NO:LP-DIR-T	1	g	pmagpy-3.2.1	SLB18.8a	u	0	0	273
This study		0.7	301.1	47.4	SLB18.8a:LP-DIR-T	1.58e-06	1.64e-08	1.63e-08	6.51e-09	1	273	LT-LT-Z:LP-DIR-T	2	g	pmagpy-3.2.1	SLB18.8a	u	0	0	77
This study		1.2	302.3	47.5	SLB18.8a:LP-DIR-T	1.57e-06	2.53e-08	2.39e-08	6.85e-09	1	273	LT-T-Z:LP-DIR-T	3	g	pmagpy-3.2.1	SLB18.8a	u	0	0	373
This study		1.0	300.7	47.6	SLB18.8a:LP-DIR-T	1.57e-06	2.2e-08	1.86e-08	5.48e-09	1	273	LT-T-Z:LP-DIR-T	4	g	pmagpy-3.2.1	SLB18.8a	u	0	0	473
This study		0.8	301.4	47.4	SLB18.8a:LP-DIR-T	1.54e-06	2.13e-08	1.23e-08	6.36e-09	1	273	LT-T-Z:LP-DIR-T	5	g	pmagpy-3.2.1	SLB18.8a	u	0	0	573
This study		1.1	300.6	47.4	SLB18.8a:LP-DIR-T	1.3e-06	2.22e-08	1.54e-08	5.04e-09	1	273	LT-T-Z:LP-DIR-T	6	g	pmagpy-3.2.1	SLB18.8a	u	0	0	673
This study		2.0	304.6	47.3	SLB18.8a:LP-DIR-T	8.55e-07	2.68e-08	1.46e-08	3.88e-09	1	273	LT-T-Z:LP-DIR-T	7	b	pmagpy-3.2.1	SLB18.8a	u	0	0	723
This study		2.3	305.1	47.2	SLB18.8a:LP-DIR-T	8.54e-07	3.12e-08	1.68e-08	3.75e-09	1	273	LT-T-Z:LP-DIR-T	8	g	pmagpy-3.2.1	SLB18.8a	u	0	0	723
This study		2.3	303.1	47.5	SLB18.8a:LP-DIR-T	6.27e-07	2.02e-08	1.54e-08	2.4e-09	1	273	LT-T-Z:LP-DIR-T	9	g	pmagpy-3.2.1	SLB18.8a	u	0	0	748
This study		1.7	301.9	47.3	SLB18.8a:LP-DIR-T	4.87e-07	1.15e-08	9.53e-09	1.94e-09	1	273	LT-T-Z:LP-DIR-T	10	g	pmagpy-3.2.1	SLB18.8a	u	0	0	773
This study		0.5	301.3	46.9	SLB18.8a:LP-DIR-T	3.57e-07	2.93e-09	2.47e-09	1.64e-09	1	273	LT-T-Z:LP-DIR-T	11	g	pmagpy-3.2.1	SLB18.8a	u	0	0	798
This study		0.6	301.1	47.1	SLB18.8a:LP-DIR-T	2.66e-07	2.4e-09	1.87e-09	1.27e-09	1	273	LT-T-Z:LP-DIR-T	12	g	pmagpy-3.2.1	SLB18.8a	u	0	0	823
This study		1.1	300.2	47.3	SLB18.8a:LP-DIR-T	2.34e-07	4.06e-09	2.62e-09	9.44e-10	1	273	LT-T-Z:LP-DIR-T	13	g	pmagpy-3.2.1	SLB18.8a	u	0	0	833
This study		0.6	303.4	47.2	SLB18.8a:LP-DIR-T	2.11e-07	1.62e-09	1.65e-09	1.11e-09	1	273	LT-T-Z:LP-DIR-T	14	g	pmagpy-3.2.1	SLB18.8a	u	0	0	843
This study		1.3	300.7	47.2	SLB18.8a:LP-DIR-T	1.95e-07	3.62e-09	2.56e-09	8.84e-10	1	273	LT-T-Z:LP-DIR-T	15	g	pmagpy-3.2.1	SLB18.8a	u	0	0	848
This study		0.6	302.3	47.2	SLB18.8a:LP-DIR-T	1.76e-07	1.58e-09	1.43e-09	8.11e-10	1	273	LT-T-Z:LP-DIR-T	16	g	pmagpy-3.2.1	SLB18.8a	u	0	0	853
This study		0.6	301.3	47.2	SLB18.8a:LP-DIR-T	1.48e-07	1.52e-09	8.71e-10	7.33e-10	1	273	LT-T-Z:LP-DIR-T	17	g	pmagpy-3.2.1	SLB18.8a	u	0	0	868
This study		1.3	302.5	47.2	SLB18.8a:LP-DIR-T	1.18e-07	2.59e-09	1.06e-09	6.57e-10	1	273	LT-T-Z:LP-DIR-T	18	g	pmagpy-3.2.1	SLB18.8a	u	0	0	883
This study		1.4	302.1	47.0	SLB18.8a:LP-DIR-T	8.85e-08	2.2e-09	6.81e-10	5.09e-10	1	273	LT-T-Z:LP-DIR-T	19	g	pmagpy-3.2.1	SLB18.8a	u	0	0	898
This study		0.7	301.3	47.0	SLB18.8a:LP-DIR-T	5.53e-08	6.95e-10	3.87e-10	3.04e-10	1	273	LT-T-Z:LP-DIR-T	20	g	pmagpy-3.2.1	SLB18.8a	u	0	0	913
This study		1.6	304.2	47.3	SLB18.8a:LP-DIR-T	3.46e-08	6.49e-10	7.04e-10	1.59e-10	1	273	LT-T-Z:LP-DIR-T	21	g	pmagpy-3.2.1	SLB18.8a	u	0	0	928
This study		1.4	303.0	46.1	SLB18.8a:LP-DIR-T	2.3e-08	4.71e-10	3.35e-10	8.98e-11	1	273	LT-T-Z:LP-DIR-T	22	g	pmagpy-3.2.1	SLB18.8a	u	0	0	938
This study		2.4	300.8	46.2	SLB18.8a:LP-DIR-T	1.23e-08	4.85e-10	2.29e-10	5.4e-11	1	273	LT-T-Z:LP-DIR-T	23	g	pmagpy-3.2.1	SLB18.8a	u	0	0	948
This study		2.6	303.9	47.7	SLB18.8a:LP-DIR-T	8.89e-09	3.66e-10	1.1e-10	1.42e-10	1	273	LT-T-Z:LP-DIR-T	24	g	pmagpy-3.2.1	SLB18.8a	u	0	0	953
This study		1.6	285.9	47.9	SLB18.9a:LP-DIR-T	2e-06	5.18e-08	2.36e-08	7.65e-09	1	273	LT-NO:LP-DIR-T	1	g	pmagpy-3.2.1	SLB18.9a	u	0	0	273
This study		1.6	284.5	48.1	SLB18.9a:LP-DIR-T	1.99e-06	5.23e-08	2.16e-08	6.09e-09	1	273	LT-LT-Z:LP-DIR-T	2	g	pmagpy-3.2.1	SLB18.9a	u	0	0	77
This study		1.8	286.2	47.8	SLB18.9a:LP-DIR-T	1.99e-06	5.83e-08	2.43e-08	1.1e-08	1	273	LT-T-Z:LP-DIR-T	3	g	pmagpy-3.2.1	SLB18.9a	u	0	0	373
This study		1.9	283.5	47.9	SLB18.9a:LP-DIR-T	1.98e-06	6.46e-08	2.1e-08	8.66e-09	1	273	LT-T-Z:LP-DIR-T	4	g	pmagpy-3.2.1	SLB18.9a	u	0	0	473
This study		1.6	286.7	47.8	SLB18.9a:LP-DIR-T	1.95e-06	4.92e-08	2.49e-08	8.28e-09	1	273	LT-T-Z:LP-DIR-T	5	g	pmagpy-3.2.1	SLB18.9a	u	0	0	573
This study		3.8	282.7	47.9	SLB18.9a:LP-DIR-T	1.58e-06	1.04e-07	2.15e-08	6.78e-09	1	273	LT-T-Z:LP-DIR-T	6	g	pmagpy-3.2.1	SLB18.9a	u	0	0	673
This study		0.9	287.0	47.6	SLB18.9a:LP-DIR-T	1.05e-06	1.4e-08	9.51e-09	5.23e-09	1	273	LT-T-Z:LP-DIR-T	7	b	pmagpy-3.2.1	SLB18.9a	u	0	0	723
This study		0.9	286.9	47.6	SLB18.9a:LP-DIR-T	1.05e-06	1.5e-08	9.56e-09	5.13e-09	1	273	LT-T-Z:LP-DIR-T	8	g	pmagpy-3.2.1	SLB18.9a	u	0	0	723
This study		1.9	284.2	47.6	SLB18.9a:LP-DIR-T	8.57e-07	2.76e-08	8.64e-09	4.82e-09	1	273	LT-T-Z:LP-DIR-T	9	g	pmagpy-3.2.1	SLB18.9a	u	0	0	748
This study		3.5	283.3	47.6	SLB18.9a:LP-DIR-T	6.87e-07	4.1e-08	9.98e-09	2.71e-09	1	273	LT-T-Z:LP-DIR-T	10	g	pmagpy-3.2.1	SLB18.9a	u	0	0	773
This study		1.0	284.9	47.2	SLB18.9a:LP-DIR-T	5.58e-07	9.59e-09	3.93e-09	3.66e-09	1	273	LT-T-Z:LP-DIR-T	11	g	pmagpy-3.2.1	SLB18.9a	u	0	0	798
This study		2.2	285.7	47.3	SLB18.9a:LP-DIR-T	4.56e-07	1.71e-08	5.41e-09	2.47e-09	1	273	LT-T-Z:LP-DIR-T	12	g	pmagpy-3.2.1	SLB18.9a	u	0	0	823
This study		1.6	284.8	47.4	SLB18.9a:LP-DIR-T	4.1e-07	1.17e-08	2.97e-09	2.15e-09	1	273	LT-T-Z:LP-DIR-T	13	g	pmagpy-3.2.1	SLB18.9a	u	0	0	833
This study		3.4	286.8	47.5	SLB18.9a:LP-DIR-T	3.71e-07	2.05e-08	7.61e-09	2.16e-09	1	273	LT-T-Z:LP-DIR-T	14	g	pmagpy-3.2.1	SLB18.9a	u	0	0	843
This study		1.8	286.1	47.5	SLB18.9a:LP-DIR-T	3.47e-07	1.06e-08	3.39e-09	1.97e-09	1	273	LT-T-Z:LP-DIR-T	15	g	pmagpy-3.2.1	SLB18.9a	u	0	0	848
This study		0.7	283.5	47.5	SLB18.9a:LP-DIR-T	3.19e-07	3.65e-09	2.11e-09	1.41e-09	1	273	LT-T-Z:LP-DIR-T	16	g	pmagpy-3.2.1	SLB18.9a	u	0	0	853
This study		0.7	284.5	47.2	SLB18.9a:LP-DIR-T	2.76e-07	3.43e-09	1.77e-09	1.74e-09	1	273	LT-T-Z:LP-DIR-T	17	g	pmagpy-3.2.1	SLB18.9a	u	0	0	868
This study		0.6	285.5	47.0	SLB18.9a:LP-DIR-T	2.22e-07	2.46e-09	1.36e-09	1.27e-09	1	273	LT-T-Z:LP-DIR-T	18	g	pmagpy-3.2.1	SLB18.9a	u	0	0	883
This study		0.9	285.3	47.1	SLB18.9a:LP-DIR-T	1.62e-07	2.33e-09	1.37e-09	9.27e-10	1	273	LT-T-Z:LP-DIR-T	19	g	pmagpy-3.2.1	SLB18.9a	u	0	0	898
This study		1.3	284.5	46.7	SLB18.9a:LP-DIR-T	9.69e-08	2.14e-09	8.26e-10	5.48e-10	1	273	LT-T-Z:LP-DIR-T	20	g	pmagpy-3.2.1	SLB18.9a	u	0	0	913
This study		2.1	287.3	46.8	SLB18.9a:LP-DIR-T	6.2e-08	2.12e-09	8.65e-10	3.83e-10	1	273	LT-T-Z:LP-DIR-T	21	g	pmagpy-3.2.1	SLB18.9a	u	0	0	928
This study		2.9	285.2	46.6	SLB18.9a:LP-DIR-T	4.07e-08	2.03e-09	4.72e-10	2.72e-10	1	273	LT-T-Z:LP-DIR-T	22	g	pmagpy-3.2.1	SLB18.9a	u	0	0	938
This study		1.5	284.4	46.3	SLB18.9a:LP-DIR-T	2.3e-08	5.34e-10	2.57e-10	1.26e-10	1	273	LT-T-Z:LP-DIR-T	23	g	pmagpy-3.2.1	SLB18.9a	u	0	0	948
This study		1.4	285.1	47.5	SLB18.9a:LP-DIR-T	1.57e-08	3.28e-10	2.47e-10	1.05e-10	1	273	LT-T-Z:LP-DIR-T	24	g	pmagpy-3.2.1	SLB18.9a	u	0	0	953
This study		2.2	158.1	-5.8	SLB19.1a:LP-DIR-T	1.52e-06	2.16e-08	5.46e-08	4.17e-09	1	273	LT-NO:LP-DIR-T	1	g	pmagpy-3.2.1	SLB19.1a	u	0	0	273
This study		1.0	161.5	-5.8	SLB19.1a:LP-DIR-T	1.51e-06	1.03e-08	2.26e-08	4.87e-09	1	273	LT-LT-Z:LP-DIR-T	2	g	pmagpy-3.2.1	SLB19.1a	u	0	0	77
This study		3.0	158.8	-5.9	SLB19.1a:LP-DIR-T	1.5e-06	2.91e-08	7.33e-08	3.62e-09	1	273	LT-T-Z:LP-DIR-T	3	g	pmagpy-3.2.1	SLB19.1a	u	0	0	373
This study		0.9	159.1	-6.0	SLB19.1a:LP-DIR-T	1.49e-06	8.8e-09	2.03e-08	6.82e-09	1	273	LT-T-Z:LP-DIR-T	4	g	pmagpy-3.2.1	SLB19.1a	u	0	0	473
This study		0.5	158.4	-5.9	SLB19.1a:LP-DIR-T	1.41e-06	9.79e-09	8.07e-09	3.9e-09	1	273	LT-T-Z:LP-DIR-T	5	g	pmagpy-3.2.1	SLB19.1a	u	0	0	573
This study		0.4	159.9	-5.9	SLB19.1a:LP-DIR-T	1.25e-06	5.03e-09	7.61e-09	2.91e-09	1	273	LT-T-Z:LP-DIR-T	6	g	pmagpy-3.2.1	SLB19.1a	u	0	0	673
This study		1.5	158.5	-6.3	SLB19.1a:LP-DIR-T	1.15e-06	1.08e-08	2.75e-08	3.38e-09	1	273	LT-T-Z:LP-DIR-T	7	b	pmagpy-3.2.1	SLB19.1a	u	0	0	723
This study		1.6	158.3	-6.3	SLB19.1a:LP-DIR-T	1.15e-06	1.25e-08	2.99e-08	3.15e-09	1	273	LT-T-Z:LP-DIR-T	8	g	pmagpy-3.2.1	SLB19.1a	u	0	0	723
This study		0.4	162.2	-6.1	SLB19.1a:LP-DIR-T	1.07e-06	3.83e-09	5.53e-09	4.15e-09	1	273	LT-T-Z:LP-DIR-T	9	g	pmagpy-3.2.1	SLB19.1a	u	0	0	748
This study		0.7	159.4	-6.1	SLB19.1a:LP-DIR-T	9.55e-07	4.95e-09	1.09e-08	2.09e-09	1	273	LT-T-Z:LP-DIR-T	10	g	pmagpy-3.2.1	SLB19.1a	u	0	0	773
This study		0.4	157.5	-6.1	SLB19.1a:LP-DIR-T	7.78e-07	2.85e-09	3.88e-09	2.65e-09	1	273	LT-T-Z:LP-DIR-T	11	g	pmagpy-3.2.1	SLB19.1a	u	0	0	798
This study		0.5	159.8	-6.4	SLB19.1a:LP-DIR-T	5.96e-07	2.36e-09	4.59e-09	2.29e-09	1	273	LT-T-Z:LP-DIR-T	12	g	pmagpy-3.2.1	SLB19.1a	u	0	0	823
This study		2.1	158.4	-6.3	SLB19.1a:LP-DIR-T	5.2e-07	1.05e-08	1.67e-08	1.23e-09	1	273	LT-T-Z:LP-DIR-T	13	g	pmagpy-3.2.1	SLB19.1a	u	0	0	833
This study		0.6	159.6	-6.4	SLB19.1a:LP-DIR-T	4.65e-07	1.96e-09	4.29e-09	1.11e-09	1	273	LT-T-Z:LP-DIR-T	14	g	pmagpy-3.2.1	SLB19.1a	u	0	0	843
This study		0.5	159.5	-6.3	SLB19.1a:LP-DIR-T	4.35e-07	1.72e-09	2.95e-09	1.1e-09	1	273	LT-T-Z:LP-DIR-T	15	g	pmagpy-3.2.1	SLB19.1a	u	0	0	848
This study		2.1	158.7	-6.3	SLB19.1a:LP-DIR-T	3.98e-07	5.98e-09	1.35e-08	1.37e-09	1	273	LT-T-Z:LP-DIR-T	16	g	pmagpy-3.2.1	SLB19.1a	u	0	0	853
This study		0.4	158.6	-6.4	SLB19.1a:LP-DIR-T	3.25e-07	1.1e-09	1.87e-09	1.38e-09	1	273	LT-T-Z:LP-DIR-T	17	g	pmagpy-3.2.1	SLB19.1a	u	0	0	868
This study		0.4	159.5	-6.5	SLB19.1a:LP-DIR-T	2.48e-07	7.44e-10	1.52e-09	7.89e-10	1	273	LT-T-Z:LP-DIR-T	18	g	pmagpy-3.2.1	SLB19.1a	u	0	0	883
This study		0.6	158.8	-6.6	SLB19.1a:LP-DIR-T	1.7e-07	6.45e-10	1.43e-09	7e-10	1	273	LT-T-Z:LP-DIR-T	19	g	pmagpy-3.2.1	SLB19.1a	u	0	0	898
This study		1.7	159.1	-6.9	SLB19.1a:LP-DIR-T	1.05e-07	1.28e-09	2.91e-09	3.32e-10	1	273	LT-T-Z:LP-DIR-T	20	g	pmagpy-3.2.1	SLB19.1a	u	0	0	913
This study		6.0	165.1	-7.0	SLB19.1a:LP-DIR-T	7.85e-08	2.29e-09	7.92e-09	2.64e-10	1	273	LT-T-Z:LP-DIR-T	21	g	pmagpy-3.2.1	SLB19.1a	u	0	0	928
This study		5.0	161.7	-6.8	SLB19.1a:LP-DIR-T	6.09e-08	1.99e-09	4.96e-09	3.98e-10	1	273	LT-T-Z:LP-DIR-T	22	g	pmagpy-3.2.1	SLB19.1a	u	0	0	938
This study		1.5	160.3	-5.9	SLB19.1a:LP-DIR-T	4e-08	2.63e-10	1.06e-09	2.16e-10	1	273	LT-T-Z:LP-DIR-T	23	g	pmagpy-3.2.1	SLB19.1a	u	0	0	948
This study		4.4	166.4	-6.2	SLB19.1a:LP-DIR-T	2.9e-08	5.34e-10	2e-09	8.23e-10	1	273	LT-T-Z:LP-DIR-T	24	g	pmagpy-3.2.1	SLB19.1a	u	0	0	953
This study		0.5	106.8	36.9	SLB19.2a:LP-DIR-T	1.38e-06	1.04e-08	6.7e-09	4.2e-09	1	273	LT-NO:LP-DIR-T	1	g	pmagpy-3.2.1	SLB19.2a	u	0	0	273
This study		0.4	104.4	36.7	SLB19.2a:LP-DIR-T	1.37e-06	5.95e-09	6.33e-09	4e-09	1	273	LT-LT-Z:LP-DIR-T	2	g	pmagpy-3.2.1	SLB19.2a	u	0	0	77
This study		1.3	105.0	36.5	SLB19.2a:LP-DIR-T	1.37e-06	3.05e-08	9.37e-09	3.62e-09	1	273	LT-T-Z:LP-DIR-T	3	g	pmagpy-3.2.1	SLB19.2a	u	0	0	373
This study		1.4	106.3	36.3	SLB19.2a:LP-DIR-T	1.36e-06	3.3e-08	7.74e-09	4.27e-09	1	273	LT-T-Z:LP-DIR-T	4	g	pmagpy-3.2.1	SLB19.2a	u	0	0	473
This study		1.8	106.4	36.5	SLB19.2a:LP-DIR-T	1.29e-06	4.02e-08	1e-08	7.25e-09	1	273	LT-T-Z:LP-DIR-T	5	g	pmagpy-3.2.1	SLB19.2a	u	0	0	573
This study		0.3	103.9	36.6	SLB19.2a:LP-DIR-T	1.16e-06	4.95e-09	5.72e-09	3.31e-09	1	273	LT-T-Z:LP-DIR-T	6	g	pmagpy-3.2.1	SLB19.2a	u	0	0	673
This study		0.5	106.4	36.6	SLB19.2a:LP-DIR-T	1.04e-06	4.36e-09	7.25e-09	4.79e-09	1	273	LT-T-Z:LP-DIR-T	7	b	pmagpy-3.2.1	SLB19.2a	u	0	0	723
This study		0.5	106.4	36.6	SLB19.2a:LP-DIR-T	1.04e-06	3.88e-09	7.47e-09	4.73e-09	1	273	LT-T-Z:LP-DIR-T	8	g	pmagpy-3.2.1	SLB19.2a	u	0	0	723
This study		0.6	106.2	36.3	SLB19.2a:LP-DIR-T	9.54e-07	1.02e-08	4.82e-09	1.82e-09	1	273	LT-T-Z:LP-DIR-T	9	g	pmagpy-3.2.1	SLB19.2a	u	0	0	748
This study		1.3	104.3	36.3	SLB19.2a:LP-DIR-T	8.3e-07	1.76e-08	5.47e-09	2.02e-09	1	273	LT-T-Z:LP-DIR-T	10	g	pmagpy-3.2.1	SLB19.2a	u	0	0	773
This study		0.6	105.6	36.4	SLB19.2a:LP-DIR-T	6.36e-07	5.89e-09	3.3e-09	1.41e-09	1	273	LT-T-Z:LP-DIR-T	11	g	pmagpy-3.2.1	SLB19.2a	u	0	0	798
This study		0.3	105.2	36.2	SLB19.2a:LP-DIR-T	4.66e-07	2.25e-09	2.09e-09	1.17e-09	1	273	LT-T-Z:LP-DIR-T	12	g	pmagpy-3.2.1	SLB19.2a	u	0	0	823
This study		0.2	105.4	36.2	SLB19.2a:LP-DIR-T	4.02e-07	1.05e-09	2.64e-09	2.08e-09	1	273	LT-T-Z:LP-DIR-T	13	g	pmagpy-3.2.1	SLB19.2a	u	0	0	833
This study		1.7	106.7	36.1	SLB19.2a:LP-DIR-T	3.58e-07	1.06e-08	2.78e-09	9.01e-10	1	273	LT-T-Z:LP-DIR-T	14	g	pmagpy-3.2.1	SLB19.2a	u	0	0	843
This study		1.2	105.5	36.2	SLB19.2a:LP-DIR-T	3.33e-07	6.48e-09	2.19e-09	6.94e-10	1	273	LT-T-Z:LP-DIR-T	15	g	pmagpy-3.2.1	SLB19.2a	u	0	0	848
This study		1.7	106.5	36.4	SLB19.2a:LP-DIR-T	3.03e-07	8.74e-09	2.49e-09	8.31e-10	1	273	LT-T-Z:LP-DIR-T	16	g	pmagpy-3.2.1	SLB19.2a	u	0	0	853
This study		1.0	107.8	36.1	SLB19.2a:LP-DIR-T	2.46e-07	4.28e-09	1.32e-09	4.51e-10	1	273	LT-T-Z:LP-DIR-T	17	g	pmagpy-3.2.1	SLB19.2a	u	0	0	868
This study		0.3	106.0	36.0	SLB19.2a:LP-DIR-T	1.82e-07	8.39e-10	9.12e-10	3.08e-10	1	273	LT-T-Z:LP-DIR-T	18	g	pmagpy-3.2.1	SLB19.2a	u	0	0	883
This study		0.3	108.7	35.7	SLB19.2a:LP-DIR-T	1.22e-07	4.97e-10	6.9e-10	2.06e-10	1	273	LT-T-Z:LP-DIR-T	19	g	pmagpy-3.2.1	SLB19.2a	u	0	0	898
This study		0.7	106.7	35.5	SLB19.2a:LP-DIR-T	7.74e-08	8.19e-10	6.98e-10	1.24e-10	1	273	LT-T-Z:LP-DIR-T	20	g	pmagpy-3.2.1	SLB19.2a	u	0	0	913
This study		1.9	105.5	35.3	SLB19.2a:LP-DIR-T	5.46e-08	1.74e-09	5.69e-10	7.89e-11	1	273	LT-T-Z:LP-DIR-T	21	g	pmagpy-3.2.1	SLB19.2a	u	0	0	928
This study		0.6	107.6	35.6	SLB19.2a:LP-DIR-T	4.01e-08	3.5e-10	3.78e-10	5.79e-11	1	273	LT-T-Z:LP-DIR-T	22	g	pmagpy-3.2.1	SLB19.2a	u	0	0	938
This study		1.0	110.2	36.1	SLB19.2a:LP-DIR-T	2.17e-08	2.91e-10	3.93e-10	5.07e-11	1	273	LT-T-Z:LP-DIR-T	23	g	pmagpy-3.2.1	SLB19.2a	u	0	0	948
This study		2.2	106.8	35.3	SLB19.2a:LP-DIR-T	1.49e-08	5.17e-10	1.82e-10	2.22e-10	1	273	LT-T-Z:LP-DIR-T	24	g	pmagpy-3.2.1	SLB19.2a	u	0	0	953
This study		0.8	153.8	23.0	SLB19.3a:LP-DIR-T	1.36e-06	7.88e-09	1.7e-08	3.11e-09	1	273	LT-NO:LP-DIR-T	1	g	pmagpy-3.2.1	SLB19.3a	u	0	0	273
This study		1.4	152.9	22.7	SLB19.3a:LP-DIR-T	1.35e-06	1.58e-08	2.88e-08	4.37e-09	1	273	LT-LT-Z:LP-DIR-T	2	g	pmagpy-3.2.1	SLB19.3a	u	0	0	77
This study		2.3	154.2	22.6	SLB19.3a:LP-DIR-T	1.34e-06	2.55e-08	4.7e-08	3.24e-09	1	273	LT-T-Z:LP-DIR-T	3	g	pmagpy-3.2.1	SLB19.3a	u	0	0	373
This study		2.6	151.5	22.6	SLB19.3a:LP-DIR-T	1.33e-06	3.25e-08	4.99e-08	3.93e-09	1	273	LT-T-Z:LP-DIR-T	4	g	pmagpy-3.2.1	SLB19.3a	u	0	0	473
This study		1.5	152.9	22.8	SLB19.3a:LP-DIR-T	1.27e-06	1.6e-08	2.9e-08	4.48e-09	1	273	LT-T-Z:LP-DIR-T	5	g	pmagpy-3.2.1	SLB19.3a	u	0	0	573
This study		2.5	152.2	22.7	SLB19.3a:LP-DIR-T	1.13e-06	2.5e-08	4.18e-08	3.05e-09	1	273	LT-T-Z:LP-DIR-T	6	g	pmagpy-3.2.1	SLB19.3a	u	0	0	673
This study		1.8	151.0	22.8	SLB19.3a:LP-DIR-T	1.01e-06	1.68e-08	2.77e-08	3.53e-09	1	273	LT-T-Z:LP-DIR-T	7	b	pmagpy-3.2.1	SLB19.3a	u	0	0	723
This study		2.2	150.7	22.8	SLB19.3a:LP-DIR-T	1.01e-06	1.96e-08	3.26e-08	3.32e-09	1	273	LT-T-Z:LP-DIR-T	8	g	pmagpy-3.2.1	SLB19.3a	u	0	0	723
This study		0.3	153.2	22.5	SLB19.3a:LP-DIR-T	9.19e-07	2.4e-09	5e-09	3.13e-09	1	273	LT-T-Z:LP-DIR-T	9	g	pmagpy-3.2.1	SLB19.3a	u	0	0	748
This study		1.6	152.8	22.4	SLB19.3a:LP-DIR-T	7.97e-07	1.21e-08	1.93e-08	2.14e-09	1	273	LT-T-Z:LP-DIR-T	10	g	pmagpy-3.2.1	SLB19.3a	u	0	0	773
This study		2.0	150.7	22.5	SLB19.3a:LP-DIR-T	6.15e-07	1.05e-08	1.88e-08	1.97e-09	1	273	LT-T-Z:LP-DIR-T	11	g	pmagpy-3.2.1	SLB19.3a	u	0	0	798
This study		0.8	152.5	22.2	SLB19.3a:LP-DIR-T	4.64e-07	2.42e-09	5.41e-09	2.06e-09	1	273	LT-T-Z:LP-DIR-T	12	g	pmagpy-3.2.1	SLB19.3a	u	0	0	823
This study		0.6	153.6	22.2	SLB19.3a:LP-DIR-T	4.05e-07	3e-09	2.98e-09	2.52e-09	1	273	LT-T-Z:LP-DIR-T	13	g	pmagpy-3.2.1	SLB19.3a	u	0	0	833
This study		1.4	154.9	22.1	SLB19.3a:LP-DIR-T	3.62e-07	4.26e-09	7.99e-09	7.69e-10	1	273	LT-T-Z:LP-DIR-T	14	g	pmagpy-3.2.1	SLB19.3a	u	0	0	843
This study		1.0	152.8	22.2	SLB19.3a:LP-DIR-T	3.37e-07	3.23e-09	5.28e-09	8.03e-10	1	273	LT-T-Z:LP-DIR-T	15	g	pmagpy-3.2.1	SLB19.3a	u	0	0	848
This study		1.7	154.0	22.2	SLB19.3a:LP-DIR-T	3.07e-07	4.04e-09	8.11e-09	1.17e-09	1	273	LT-T-Z:LP-DIR-T	16	g	pmagpy-3.2.1	SLB19.3a	u	0	0	853
This study		1.1	154.9	22.0	SLB19.3a:LP-DIR-T	2.47e-07	1.88e-09	4.36e-09	5.67e-10	1	273	LT-T-Z:LP-DIR-T	17	g	pmagpy-3.2.1	SLB19.3a	u	0	0	868
This study		0.5	152.1	22.0	SLB19.3a:LP-DIR-T	1.81e-07	8.35e-10	1.48e-09	5.21e-10	1	273	LT-T-Z:LP-DIR-T	18	g	pmagpy-3.2.1	SLB19.3a	u	0	0	883
This study		1.2	153.1	21.4	SLB19.3a:LP-DIR-T	1.21e-07	1.12e-09	2.48e-09	4.53e-10	1	273	LT-T-Z:LP-DIR-T	19	g	pmagpy-3.2.1	SLB19.3a	u	0	0	898
This study		0.5	153.9	21.4	SLB19.3a:LP-DIR-T	7.86e-08	5.04e-10	7.67e-10	2.68e-10	1	273	LT-T-Z:LP-DIR-T	20	g	pmagpy-3.2.1	SLB19.3a	u	0	0	913
This study		1.2	155.1	21.3	SLB19.3a:LP-DIR-T	5.34e-08	4.42e-10	1.07e-09	2.17e-10	1	273	LT-T-Z:LP-DIR-T	21	g	pmagpy-3.2.1	SLB19.3a	u	0	0	928
