tab 	measurements
citations	description	dir_csd	dir_dec	dir_inc	experiment	instrument_codes	location	magic_software_packages	magn_moment	measurement_positions	measurement_sd_x	measurement_sd_y	measurement_sd_z	measurement_standard	measurement_temp	method_codes	number	quality	sample	site	specimen	treat_ac_field	treat_dc_field	treat_temp
This study		1.3	24	29.8	AP3-2a:LP-DIR-T	hargrave 2016-05-16 12:19:49	Agate Point	pmagpy-3.4.0	3.60E-06	1	4.64E-08	6.09E-08	4.32E-08	u	273	LT-T-Z:LP-DIR-T	13	g	AP3-2	AP3	AP3-2a	0	0	833
This study		1.3	23.5	29.8	AP3-2a:LP-DIR-T	hargrave 2016-05-16 18:20:10	Agate Point	pmagpy-3.4.0	2.96E-06	1	4.82E-08	3.99E-08	3.67E-08	u	273	LT-T-Z:LP-DIR-T	14	g	AP3-2	AP3	AP3-2a	0	0	843
This study		1.7	23.7	29.9	AP3-2a:LP-DIR-T	hargrave 2016-05-17 14:39:57	Agate Point	pmagpy-3.4.0	2.58E-06	1	4.79E-08	5.69E-08	3.18E-08	u	273	LT-T-Z:LP-DIR-T	15	g	AP3-2	AP3	AP3-2a	0	0	848
This study		1.1	25.3	30.2	AP3-2a:LP-DIR-T	hargrave 2016-05-18 11:30:31	Agate Point	pmagpy-3.4.0	2.35E-06	1	2.97E-08	2.69E-08	2.87E-08	u	273	LT-T-Z:LP-DIR-T	16	g	AP3-2	AP3	AP3-2a	0	0	853
This study		2.1	230.4	-44.2	AP3-3a:LP-DIR-T	hargrave 2016-04-08 16:45:50	Agate Point	pmagpy-3.4.0	8.68E-06	1	2.55E-07	1.04E-07	1.58E-07	u	273	LT-NO:LP-DIR-T	1	g	AP3-3	AP3	AP3-3a	0	0	273
This study		2	228.9	-44.8	AP3-3a:LP-DIR-T	hargrave 2016-04-11 17:05:58	Agate Point	pmagpy-3.4.0	8.17E-06	1	2.02E-07	1.07E-07	1.68E-07	u	273	LT-LT-Z:LP-DIR-T	2	g	AP3-3	AP3	AP3-3a	0	0	77
This study		2.8	232.7	-48.1	AP3-3a:LP-DIR-T	hargrave 2016-04-18 09:46:47	Agate Point	pmagpy-3.4.0	8.70E-06	1	3.87E-07	1.18E-07	1.53E-07	u	273	LT-T-Z:LP-DIR-T	3	g	AP3-3	AP3	AP3-3a	0	0	373
This study		1.9	239.2	-53.1	AP3-3a:LP-DIR-T	hargrave 2016-04-18 17:01:16	Agate Point	pmagpy-3.4.0	9.86E-06	1	2.35E-07	1.66E-07	1.56E-07	u	273	LT-T-Z:LP-DIR-T	4	g	AP3-3	AP3	AP3-3a	0	0	473
This study		1.9	241.2	-54.5	AP3-3a:LP-DIR-T	hargrave 2016-04-19 12:47:43	Agate Point	pmagpy-3.4.0	8.83E-06	1	2.32E-07	1.22E-07	1.29E-07	u	273	LT-T-Z:LP-DIR-T	5	g	AP3-3	AP3	AP3-3a	0	0	573
This study		2	241.6	-55.1	AP3-3a:LP-DIR-T	hargrave 2016-04-25 12:27:20	Agate Point	pmagpy-3.4.0	7.61E-06	1	2.20E-07	1.20E-07	1.16E-07	u	273	LT-T-Z:LP-DIR-T	6	g	AP3-3	AP3	AP3-3a	0	0	623
This study		2	242	-54.8	AP3-3a:LP-DIR-T	hargrave 2016-04-26 09:21:42	Agate Point	pmagpy-3.4.0	6.92E-06	1	1.89E-07	1.25E-07	1.08E-07	u	273	LT-T-Z:LP-DIR-T	7	g	AP3-3	AP3	AP3-3a	0	0	673
This study		1.8	243.9	-55.3	AP3-3a:LP-DIR-T	hargrave 2016-04-26 16:51:30	Agate Point	pmagpy-3.4.0	6.24E-06	1	1.18E-07	1.35E-07	9.17E-08	u	273	LT-T-Z:LP-DIR-T	8	g	AP3-3	AP3	AP3-3a	0	0	723
This study		1.6	243.2	-54.6	AP3-3a:LP-DIR-T	hargrave 2016-05-02 13:44:46	Agate Point	pmagpy-3.4.0	5.65E-06	1	1.34E-07	7.89E-08	5.50E-08	u	273	LT-T-Z:LP-DIR-T	9	g	AP3-3	AP3	AP3-3a	0	0	748
This study		1.6	243.5	-55.3	AP3-3a:LP-DIR-T	hargrave 2016-05-02 20:07:07	Agate Point	pmagpy-3.4.0	5.11E-06	1	9.98E-08	8.30E-08	7.08E-08	u	273	LT-T-Z:LP-DIR-T	10	g	AP3-3	AP3	AP3-3a	0	0	773
This study		1.8	244	-55.2	AP3-3a:LP-DIR-T	hargrave 2016-05-03 19:00:45	Agate Point	pmagpy-3.4.0	4.30E-06	1	7.58E-08	9.48E-08	6.47E-08	u	273	LT-T-Z:LP-DIR-T	11	g	AP3-3	AP3	AP3-3a	0	0	798
This study		1.7	242.3	-55.6	AP3-3a:LP-DIR-T	hargrave 2016-05-12 14:43:00	Agate Point	pmagpy-3.4.0	2.80E-06	1	6.37E-08	4.71E-08	3.87E-08	u	273	LT-T-Z:LP-DIR-T	12	g	AP3-3	AP3	AP3-3a	0	0	823
This study		1.8	242	-55	AP3-3a:LP-DIR-T	hargrave 2016-05-16 12:21:23	Agate Point	pmagpy-3.4.0	2.01E-06	1	4.07E-08	3.98E-08	3.22E-08	u	273	LT-T-Z:LP-DIR-T	13	g	AP3-3	AP3	AP3-3a	0	0	833
This study		1.7	241.6	-55.7	AP3-3a:LP-DIR-T	hargrave 2016-05-16 18:21:48	Agate Point	pmagpy-3.4.0	1.60E-06	1	3.55E-08	2.67E-08	2.31E-08	u	273	LT-T-Z:LP-DIR-T	14	g	AP3-3	AP3	AP3-3a	0	0	843
This study		1.8	239.4	-56	AP3-3a:LP-DIR-T	hargrave 2016-05-17 14:41:31	Agate Point	pmagpy-3.4.0	1.41E-06	1	2.62E-08	2.92E-08	2.23E-08	u	273	LT-T-Z:LP-DIR-T	15	g	AP3-3	AP3	AP3-3a	0	0	848
This study		1.9	242.1	-56	AP3-3a:LP-DIR-T	hargrave 2016-05-18 11:32:08	Agate Point	pmagpy-3.4.0	1.29E-06	1	2.62E-08	2.71E-08	2.10E-08	u	273	LT-T-Z:LP-DIR-T	16	g	AP3-3	AP3	AP3-3a	0	0	853
This study		1.5	245.4	-49.3	AP3-4a:LP-DIR-T	hargrave 2016-04-08 16:47:27	Agate Point	pmagpy-3.4.0	1.86E-05	1	4.32E-07	2.18E-07	1.41E-07	u	273	LT-NO:LP-DIR-T	1	g	AP3-4	AP3	AP3-4a	0	0	273
This study		2.2	246.5	-48.9	AP3-4a:LP-DIR-T	hargrave 2016-04-11 17:07:35	Agate Point	pmagpy-3.4.0	1.64E-05	1	5.64E-07	2.71E-07	1.31E-07	u	273	LT-LT-Z:LP-DIR-T	2	g	AP3-4	AP3	AP3-4a	0	0	77
This study		2.9	248.2	-49.8	AP3-4a:LP-DIR-T	hargrave 2016-04-18 09:48:10	Agate Point	pmagpy-3.4.0	1.67E-05	1	7.56E-07	3.70E-07	1.47E-07	u	273	LT-T-Z:LP-DIR-T	3	g	AP3-4	AP3	AP3-4a	0	0	373
This study		1.3	251.3	-53.4	AP3-4a:LP-DIR-T	hargrave 2016-04-18 17:02:39	Agate Point	pmagpy-3.4.0	1.82E-05	1	3.15E-07	2.27E-07	1.46E-07	u	273	LT-T-Z:LP-DIR-T	4	g	AP3-4	AP3	AP3-4a	0	0	473
This study		2.1	252.9	-54.1	AP3-4a:LP-DIR-T	hargrave 2016-04-19 12:49:47	Agate Point	pmagpy-3.4.0	1.76E-05	1	5.64E-07	3.05E-07	1.53E-07	u	273	LT-T-Z:LP-DIR-T	5	g	AP3-4	AP3	AP3-4a	0	0	573
This study		1.6	254.9	-54.4	AP3-4a:LP-DIR-T	hargrave 2016-04-25 12:28:57	Agate Point	pmagpy-3.4.0	1.62E-05	1	3.36E-07	2.63E-07	2.35E-07	u	273	LT-T-Z:LP-DIR-T	6	g	AP3-4	AP3	AP3-4a	0	0	623
This study		1.6	254.7	-54.2	AP3-4a:LP-DIR-T	hargrave 2016-04-26 09:25:02	Agate Point	pmagpy-3.4.0	1.47E-05	1	3.01E-07	2.60E-07	1.82E-07	u	273	LT-T-Z:LP-DIR-T	7	g	AP3-4	AP3	AP3-4a	0	0	673
This study		1.8	255.9	-54.3	AP3-4a:LP-DIR-T	hargrave 2016-04-26 16:53:07	Agate Point	pmagpy-3.4.0	1.32E-05	1	3.23E-07	2.36E-07	1.66E-07	u	273	LT-T-Z:LP-DIR-T	8	g	AP3-4	AP3	AP3-4a	0	0	723
This study		1.6	256.8	-54.9	AP3-4a:LP-DIR-T	hargrave 2016-05-02 13:47:13	Agate Point	pmagpy-3.4.0	1.19E-05	1	2.42E-07	1.78E-07	1.34E-07	u	273	LT-T-Z:LP-DIR-T	9	g	AP3-4	AP3	AP3-4a	0	0	748
This study		1.5	253.7	-54.5	AP3-4a:LP-DIR-T	hargrave 2016-05-02 20:08:44	Agate Point	pmagpy-3.4.0	1.07E-05	1	1.92E-07	1.58E-07	1.33E-07	u	273	LT-T-Z:LP-DIR-T	10	g	AP3-4	AP3	AP3-4a	0	0	773
This study		2.4	250.3	-54.6	AP3-4a:LP-DIR-T	hargrave 2016-05-03 19:02:22	Agate Point	pmagpy-3.4.0	9.15E-06	1	3.17E-07	2.01E-07	9.85E-08	u	273	LT-T-Z:LP-DIR-T	11	g	AP3-4	AP3	AP3-4a	0	0	798
This study		1.6	253.6	-54.7	AP3-4a:LP-DIR-T	hargrave 2016-05-12 14:44:37	Agate Point	pmagpy-3.4.0	5.96E-06	1	1.21E-07	9.54E-08	7.30E-08	u	273	LT-T-Z:LP-DIR-T	12	g	AP3-4	AP3	AP3-4a	0	0	823
This study		1.6	254.4	-54.2	AP3-4a:LP-DIR-T	hargrave 2016-05-16 12:23:00	Agate Point	pmagpy-3.4.0	4.55E-06	1	9.03E-08	6.93E-08	6.54E-08	u	273	LT-T-Z:LP-DIR-T	13	g	AP3-4	AP3	AP3-4a	0	0	833
This study		1.6	254.6	-55	AP3-4a:LP-DIR-T	hargrave 2016-05-16 18:23:25	Agate Point	pmagpy-3.4.0	3.86E-06	1	7.73E-08	5.92E-08	5.54E-08	u	273	LT-T-Z:LP-DIR-T	14	g	AP3-4	AP3	AP3-4a	0	0	843
This study		1.8	253.4	-55.4	AP3-4a:LP-DIR-T	hargrave 2016-05-17 14:43:08	Agate Point	pmagpy-3.4.0	3.47E-06	1	9.02E-08	4.76E-08	4.65E-08	u	273	LT-T-Z:LP-DIR-T	15	g	AP3-4	AP3	AP3-4a	0	0	848
This study		1.8	256	-55.2	AP3-4a:LP-DIR-T	hargrave 2016-05-18 11:34:40	Agate Point	pmagpy-3.4.0	3.18E-06	1	7.79E-08	4.73E-08	4.20E-08	u	273	LT-T-Z:LP-DIR-T	16	g	AP3-4	AP3	AP3-4a	0	0	853
This study		2.5	49.2	-49	AP3-5a:LP-DIR-T	hargrave 2016-04-08 16:51:20	Agate Point	pmagpy-3.4.0	3.34E-06	1	1.05E-07	1.04E-07	1.95E-08	u	273	LT-NO:LP-DIR-T	1	g	AP3-5	AP3	AP3-5a	0	0	273
This study		2.1	48.2	-48.5	AP3-5a:LP-DIR-T	hargrave 2016-04-11 17:11:35	Agate Point	pmagpy-3.4.0	3.14E-06	1	7.50E-08	8.62E-08	1.68E-08	u	273	LT-LT-Z:LP-DIR-T	2	g	AP3-5	AP3	AP3-5a	0	0	77
This study		3.1	47.4	-48.9	AP3-5a:LP-DIR-T	hargrave 2016-04-18 09:51:35	Agate Point	pmagpy-3.4.0	3.15E-06	1	1.23E-07	1.16E-07	2.31E-08	u	273	LT-T-Z:LP-DIR-T	3	g	AP3-5	AP3	AP3-5a	0	0	373
This study		1.4	47	-48.9	AP3-5a:LP-DIR-T	hargrave 2016-04-18 17:05:51	Agate Point	pmagpy-3.4.0	3.18E-06	1	4.87E-08	5.69E-08	2.21E-08	u	273	LT-T-Z:LP-DIR-T	4	g	AP3-5	AP3	AP3-5a	0	0	473
This study		2	47.6	-49	AP3-5a:LP-DIR-T	hargrave 2016-04-19 12:52:59	Agate Point	pmagpy-3.4.0	3.10E-06	1	7.78E-08	6.96E-08	2.37E-08	u	273	LT-T-Z:LP-DIR-T	5	g	AP3-5	AP3	AP3-5a	0	0	573
This study		1.8	45.3	-48.4	AP3-5a:LP-DIR-T	hargrave 2016-04-25 12:33:39	Agate Point	pmagpy-3.4.0	3.08E-06	1	6.10E-08	7.53E-08	2.76E-08	u	273	LT-T-Z:LP-DIR-T	6	g	AP3-5	AP3	AP3-5a	0	0	623
This study		1.9	45.4	-48.7	AP3-5a:LP-DIR-T	hargrave 2016-04-26 09:28:56	Agate Point	pmagpy-3.4.0	2.98E-06	1	6.61E-08	7.19E-08	2.31E-08	u	273	LT-T-Z:LP-DIR-T	7	g	AP3-5	AP3	AP3-5a	0	0	673
This study		2.8	44.3	-48.8	AP3-5a:LP-DIR-T	hargrave 2016-04-26 16:56:59	Agate Point	pmagpy-3.4.0	2.89E-06	1	9.20E-08	1.05E-07	2.35E-08	u	273	LT-T-Z:LP-DIR-T	8	g	AP3-5	AP3	AP3-5a	0	0	723
This study		2.2	43.8	-48.6	AP3-5a:LP-DIR-T	hargrave 2016-05-02 13:51:04	Agate Point	pmagpy-3.4.0	2.80E-06	1	8.01E-08	7.13E-08	2.51E-08	u	273	LT-T-Z:LP-DIR-T	9	g	AP3-5	AP3	AP3-5a	0	0	748
This study		2.4	45.3	-48.8	AP3-5a:LP-DIR-T	hargrave 2016-05-02 20:12:36	Agate Point	pmagpy-3.4.0	2.70E-06	1	7.92E-08	7.88E-08	1.95E-08	u	273	LT-T-Z:LP-DIR-T	10	g	AP3-5	AP3	AP3-5a	0	0	773
This study		2.3	45.2	-48.1	AP3-5a:LP-DIR-T	hargrave 2016-05-03 19:06:14	Agate Point	pmagpy-3.4.0	2.54E-06	1	7.84E-08	6.22E-08	2.28E-08	u	273	LT-T-Z:LP-DIR-T	11	g	AP3-5	AP3	AP3-5a	0	0	798
This study		2	45	-48.2	AP3-5a:LP-DIR-T	hargrave 2016-05-12 14:47:41	Agate Point	pmagpy-3.4.0	2.09E-06	1	5.06E-08	5.26E-08	1.75E-08	u	273	LT-T-Z:LP-DIR-T	12	g	AP3-5	AP3	AP3-5a	0	0	823
This study		1.6	43.9	-48.1	AP3-5a:LP-DIR-T	hargrave 2016-05-16 12:26:03	Agate Point	pmagpy-3.4.0	1.67E-06	1	3.40E-08	3.40E-08	1.35E-08	u	273	LT-T-Z:LP-DIR-T	13	g	AP3-5	AP3	AP3-5a	0	0	833
This study		2.7	43.8	-47.7	AP3-5a:LP-DIR-T	hargrave 2016-05-16 18:26:28	Agate Point	pmagpy-3.4.0	1.10E-06	1	3.80E-08	3.35E-08	1.03E-08	u	273	LT-T-Z:LP-DIR-T	14	g	AP3-5	AP3	AP3-5a	0	0	843
This study		2.1	45.4	-47.3	AP3-5a:LP-DIR-T	hargrave 2016-05-17 14:46:10	Agate Point	pmagpy-3.4.0	9.03E-07	1	2.32E-08	2.48E-08	7.28E-09	u	273	LT-T-Z:LP-DIR-T	15	g	AP3-5	AP3	AP3-5a	0	0	848
This study		1.5	45.6	-46.2	AP3-5a:LP-DIR-T	hargrave 2016-05-18 11:37:45	Agate Point	pmagpy-3.4.0	8.32E-07	1	1.77E-08	1.23E-08	7.01E-09	u	273	LT-T-Z:LP-DIR-T	16	g	AP3-5	AP3	AP3-5a	0	0	853
This study		2.5	51.1	-34.2	AP3-6a:LP-DIR-T	hargrave 2016-04-08 16:53:00	Agate Point	pmagpy-3.4.0	1.83E-05	1	5.91E-07	5.06E-07	1.23E-07	u	273	LT-NO:LP-DIR-T	1	g	AP3-6	AP3	AP3-6a	0	0	273
This study		2.9	49.5	-34.3	AP3-6a:LP-DIR-T	hargrave 2016-04-11 17:14:05	Agate Point	pmagpy-3.4.0	1.82E-05	1	6.77E-07	6.18E-07	1.30E-07	u	273	LT-LT-Z:LP-DIR-T	2	g	AP3-6	AP3	AP3-6a	0	0	77
This study		0.9	52.7	-34.9	AP3-6a:LP-DIR-T	hargrave 2016-04-18 09:52:56	Agate Point	pmagpy-3.4.0	1.80E-05	1	1.81E-07	1.99E-07	1.12E-07	u	273	LT-T-Z:LP-DIR-T	3	g	AP3-6	AP3	AP3-6a	0	0	373
This study		2.1	50.3	-35.2	AP3-6a:LP-DIR-T	hargrave 2016-04-18 17:07:55	Agate Point	pmagpy-3.4.0	1.82E-05	1	4.80E-07	4.34E-07	1.15E-07	u	273	LT-T-Z:LP-DIR-T	4	g	AP3-6	AP3	AP3-6a	0	0	473
This study		2	51.6	-35.4	AP3-6a:LP-DIR-T	hargrave 2016-04-19 12:54:20	Agate Point	pmagpy-3.4.0	1.81E-05	1	4.77E-07	4.23E-07	1.26E-07	u	273	LT-T-Z:LP-DIR-T	5	g	AP3-6	AP3	AP3-6a	0	0	573
This study		1.3	52.7	-35.5	AP3-6a:LP-DIR-T	hargrave 2016-04-25 12:35:19	Agate Point	pmagpy-3.4.0	1.77E-05	1	2.69E-07	2.64E-07	1.43E-07	u	273	LT-T-Z:LP-DIR-T	6	g	AP3-6	AP3	AP3-6a	0	0	623
This study		1.3	52.4	-35.9	AP3-6a:LP-DIR-T	hargrave 2016-04-26 09:30:36	Agate Point	pmagpy-3.4.0	1.68E-05	1	2.92E-07	2.51E-07	1.25E-07	u	273	LT-T-Z:LP-DIR-T	7	g	AP3-6	AP3	AP3-6a	0	0	673
This study		1	51.4	-35.8	AP3-6a:LP-DIR-T	hargrave 2016-04-26 16:58:38	Agate Point	pmagpy-3.4.0	1.58E-05	1	1.85E-07	2.15E-07	1.06E-07	u	273	LT-T-Z:LP-DIR-T	8	g	AP3-6	AP3	AP3-6a	0	0	723
This study		2.4	50.5	-35.9	AP3-6a:LP-DIR-T	hargrave 2016-05-02 13:53:33	Agate Point	pmagpy-3.4.0	1.52E-05	1	5.13E-07	3.93E-07	1.25E-07	u	273	LT-T-Z:LP-DIR-T	9	g	AP3-6	AP3	AP3-6a	0	0	748
This study		1.3	53.1	-36.1	AP3-6a:LP-DIR-T	hargrave 2016-05-02 20:14:15	Agate Point	pmagpy-3.4.0	1.46E-05	1	2.64E-07	2.10E-07	9.95E-08	u	273	LT-T-Z:LP-DIR-T	10	g	AP3-6	AP3	AP3-6a	0	0	773
This study		1.7	50.7	-35.9	AP3-6a:LP-DIR-T	hargrave 2016-05-03 19:07:53	Agate Point	pmagpy-3.4.0	1.35E-05	1	3.24E-07	2.46E-07	9.03E-08	u	273	LT-T-Z:LP-DIR-T	11	g	AP3-6	AP3	AP3-6a	0	0	798
This study		1.2	50.5	-35.9	AP3-6a:LP-DIR-T	hargrave 2016-05-12 14:49:21	Agate Point	pmagpy-3.4.0	1.10E-05	1	1.56E-07	1.58E-07	7.33E-08	u	273	LT-T-Z:LP-DIR-T	12	g	AP3-6	AP3	AP3-6a	0	0	823
This study		1.2	50.8	-36	AP3-6a:LP-DIR-T	hargrave 2016-05-16 12:27:43	Agate Point	pmagpy-3.4.0	8.54E-06	1	1.28E-07	1.15E-07	6.43E-08	u	273	LT-T-Z:LP-DIR-T	13	g	AP3-6	AP3	AP3-6a	0	0	833
This study		1.5	51.2	-36	AP3-6a:LP-DIR-T	hargrave 2016-05-16 18:28:07	Agate Point	pmagpy-3.4.0	5.03E-06	1	1.04E-07	8.04E-08	4.59E-08	u	273	LT-T-Z:LP-DIR-T	14	g	AP3-6	AP3	AP3-6a	0	0	843
This study		3.7	51.7	-36.4	AP3-6a:LP-DIR-T	hargrave 2016-05-17 14:47:49	Agate Point	pmagpy-3.4.0	3.77E-06	1	1.91E-07	1.43E-07	3.43E-08	u	273	LT-T-Z:LP-DIR-T	15	g	AP3-6	AP3	AP3-6a	0	0	848
This study		1.3	52.3	-35.8	AP3-6a:LP-DIR-T	hargrave 2016-05-18 11:39:31	Agate Point	pmagpy-3.4.0	3.42E-06	1	6.04E-08	5.37E-08	2.14E-08	u	273	LT-T-Z:LP-DIR-T	16	g	AP3-6	AP3	AP3-6a	0	0	853
This study		2.6	62.6	-34.6	AP3-7a:LP-DIR-T	hargrave 2016-04-08 16:54:35	Agate Point	pmagpy-3.4.0	4.07E-06	1	1.51E-07	1.10E-07	3.29E-08	u	273	LT-NO:LP-DIR-T	1	g	AP3-7	AP3	AP3-7a	0	0	273
This study		1.5	64.4	-35.7	AP3-7a:LP-DIR-T	hargrave 2016-04-11 17:15:40	Agate Point	pmagpy-3.4.0	4.07E-06	1	7.80E-08	7.14E-08	2.79E-08	u	273	LT-LT-Z:LP-DIR-T	2	g	AP3-7	AP3	AP3-7a	0	0	77
This study		3.9	62.1	-39.2	AP3-7a:LP-DIR-T	hargrave 2016-04-18 09:54:13	Agate Point	pmagpy-3.4.0	4.21E-06	1	2.45E-07	1.54E-07	3.37E-08	u	273	LT-T-Z:LP-DIR-T	3	g	AP3-7	AP3	AP3-7a	0	0	373
This study		2.8	61.8	-44.3	AP3-7a:LP-DIR-T	hargrave 2016-04-18 17:09:12	Agate Point	pmagpy-3.4.0	4.77E-06	1	1.95E-07	1.25E-07	3.22E-08	u	273	LT-T-Z:LP-DIR-T	4	g	AP3-7	AP3	AP3-7a	0	0	473
This study		2.6	61.9	-45.7	AP3-7a:LP-DIR-T	hargrave 2016-04-19 12:55:41	Agate Point	pmagpy-3.4.0	4.70E-06	1	1.81E-07	1.18E-07	3.79E-08	u	273	LT-T-Z:LP-DIR-T	5	g	AP3-7	AP3	AP3-7a	0	0	573
This study		3.1	59.4	-46.3	AP3-7a:LP-DIR-T	hargrave 2016-04-25 12:36:54	Agate Point	pmagpy-3.4.0	4.56E-06	1	1.98E-07	1.52E-07	4.26E-08	u	273	LT-T-Z:LP-DIR-T	6	g	AP3-7	AP3	AP3-7a	0	0	623
This study		3	60.1	-47	AP3-7a:LP-DIR-T	hargrave 2016-04-26 09:32:11	Agate Point	pmagpy-3.4.0	4.32E-06	1	1.92E-07	1.20E-07	3.99E-08	u	273	LT-T-Z:LP-DIR-T	7	g	AP3-7	AP3	AP3-7a	0	0	673
This study		2.2	59.9	-47.2	AP3-7a:LP-DIR-T	hargrave 2016-04-26 17:00:14	Agate Point	pmagpy-3.4.0	4.02E-06	1	1.28E-07	8.16E-08	4.36E-08	u	273	LT-T-Z:LP-DIR-T	8	g	AP3-7	AP3	AP3-7a	0	0	723
This study		4.1	58.1	-47.5	AP3-7a:LP-DIR-T	hargrave 2016-05-02 13:55:09	Agate Point	pmagpy-3.4.0	3.82E-06	1	2.41E-07	1.15E-07	5.48E-08	u	273	LT-T-Z:LP-DIR-T	9	g	AP3-7	AP3	AP3-7a	0	0	748
This study		3.5	61.2	-47.5	AP3-7a:LP-DIR-T	hargrave 2016-05-02 20:15:55	Agate Point	pmagpy-3.4.0	3.64E-06	1	1.94E-07	1.02E-07	4.04E-08	u	273	LT-T-Z:LP-DIR-T	10	g	AP3-7	AP3	AP3-7a	0	0	773
This study		3.5	59.4	-47.5	AP3-7a:LP-DIR-T	hargrave 2016-05-03 19:09:29	Agate Point	pmagpy-3.4.0	3.36E-06	1	1.82E-07	9.15E-08	4.03E-08	u	273	LT-T-Z:LP-DIR-T	11	g	AP3-7	AP3	AP3-7a	0	0	798
This study		2	59.9	-47.9	AP3-7a:LP-DIR-T	hargrave 2016-05-12 14:50:57	Agate Point	pmagpy-3.4.0	2.79E-06	1	8.20E-08	5.17E-08	3.02E-08	u	273	LT-T-Z:LP-DIR-T	12	g	AP3-7	AP3	AP3-7a	0	0	823
This study		2.8	58.9	-48.5	AP3-7a:LP-DIR-T	hargrave 2016-05-16 12:29:18	Agate Point	pmagpy-3.4.0	2.30E-06	1	9.53E-08	5.90E-08	2.46E-08	u	273	LT-T-Z:LP-DIR-T	13	g	AP3-7	AP3	AP3-7a	0	0	833
This study		4.1	55.9	-48.9	AP3-7a:LP-DIR-T	hargrave 2016-05-16 18:29:42	Agate Point	pmagpy-3.4.0	1.59E-06	1	8.85E-08	7.04E-08	1.31E-08	u	273	LT-T-Z:LP-DIR-T	14	g	AP3-7	AP3	AP3-7a	0	0	843
This study		3	58.6	-47.4	AP3-7a:LP-DIR-T	hargrave 2016-05-17 14:49:25	Agate Point	pmagpy-3.4.0	1.33E-06	1	5.95E-08	3.58E-08	1.46E-08	u	273	LT-T-Z:LP-DIR-T	15	g	AP3-7	AP3	AP3-7a	0	0	848
This study		2.4	59.1	-46.7	AP3-7a:LP-DIR-T	hargrave 2016-05-18 11:41:08	Agate Point	pmagpy-3.4.0	1.22E-06	1	4.42E-08	2.34E-08	1.33E-08	u	273	LT-T-Z:LP-DIR-T	16	g	AP3-7	AP3	AP3-7a	0	0	853
This study		1.5	73.5	-49.9	AP3-8a:LP-DIR-T	hargrave 2016-04-08 16:56:12	Agate Point	pmagpy-3.4.0	3.96E-06	1	3.95E-08	7.81E-08	5.67E-08	u	273	LT-NO:LP-DIR-T	1	g	AP3-8	AP3	AP3-8a	0	0	273
This study		1.4	71.8	-51	AP3-8a:LP-DIR-T	hargrave 2016-04-11 17:17:11	Agate Point	pmagpy-3.4.0	3.91E-06	1	5.53E-08	6.29E-08	4.85E-08	u	273	LT-LT-Z:LP-DIR-T	2	g	AP3-8	AP3	AP3-8a	0	0	77
This study		1.4	71.4	-51.5	AP3-8a:LP-DIR-T	hargrave 2016-04-18 09:55:31	Agate Point	pmagpy-3.4.0	3.91E-06	1	2.60E-08	8.00E-08	5.27E-08	u	273	LT-T-Z:LP-DIR-T	3	g	AP3-8	AP3	AP3-8a	0	0	373
This study		1.4	70.4	-52	AP3-8a:LP-DIR-T	hargrave 2016-04-18 17:10:26	Agate Point	pmagpy-3.4.0	3.99E-06	1	5.07E-08	6.80E-08	5.47E-08	u	273	LT-T-Z:LP-DIR-T	4	g	AP3-8	AP3	AP3-8a	0	0	473
This study		1.5	72.7	-52.9	AP3-8a:LP-DIR-T	hargrave 2016-04-19 12:57:44	Agate Point	pmagpy-3.4.0	3.85E-06	1	5.68E-08	6.95E-08	3.98E-08	u	273	LT-T-Z:LP-DIR-T	5	g	AP3-8	AP3	AP3-8a	0	0	573
This study		1.7	70	-53.1	AP3-8a:LP-DIR-T	hargrave 2016-04-25 12:38:25	Agate Point	pmagpy-3.4.0	3.76E-06	1	7.42E-08	6.76E-08	5.26E-08	u	273	LT-T-Z:LP-DIR-T	6	g	AP3-8	AP3	AP3-8a	0	0	623
This study		1.8	69.7	-53.2	AP3-8a:LP-DIR-T	hargrave 2016-04-26 09:33:43	Agate Point	pmagpy-3.4.0	3.62E-06	1	8.00E-08	6.45E-08	5.37E-08	u	273	LT-T-Z:LP-DIR-T	7	g	AP3-8	AP3	AP3-8a	0	0	673
This study		1.5	70.6	-53.4	AP3-8a:LP-DIR-T	hargrave 2016-04-26 17:01:45	Agate Point	pmagpy-3.4.0	3.46E-06	1	5.62E-08	6.36E-08	4.32E-08	u	273	LT-T-Z:LP-DIR-T	8	g	AP3-8	AP3	AP3-8a	0	0	723
This study		1.5	68.6	-53.4	AP3-8a:LP-DIR-T	hargrave 2016-05-02 13:56:40	Agate Point	pmagpy-3.4.0	3.33E-06	1	4.66E-08	6.73E-08	3.97E-08	u	273	LT-T-Z:LP-DIR-T	9	g	AP3-8	AP3	AP3-8a	0	0	748
This study		1.7	69.5	-53.5	AP3-8a:LP-DIR-T	hargrave 2016-05-02 20:17:27	Agate Point	pmagpy-3.4.0	3.22E-06	1	4.79E-08	7.28E-08	4.38E-08	u	273	LT-T-Z:LP-DIR-T	10	g	AP3-8	AP3	AP3-8a	0	0	773
This study		1.6	69.3	-53.4	AP3-8a:LP-DIR-T	hargrave 2016-05-03 19:11:01	Agate Point	pmagpy-3.4.0	3.04E-06	1	5.58E-08	5.59E-08	3.77E-08	u	273	LT-T-Z:LP-DIR-T	11	g	AP3-8	AP3	AP3-8a	0	0	798
